Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2021;08:00;08:15;10.038,25;9.428;475,75
01.01.2021;08:15;08:30;10.084,5;9.452,75;467,75
01.01.2021;08:30;08:45;10.179;9.505,75;466,75
01.01.2021;08:45;09:00;10.326,75;9.601;434,75
01.01.2021;09:00;09:15;10.553,25;9.748,5;497,25
01.01.2021;09:15;09:30;10.704,5;9.823;450,75
01.01.2021;09:30;09:45;10.787,75;9.816,75;372
01.01.2021;09:45;10:00;10.935,25;9.857;199,75
01.01.2021;10:00;10:15;11.161,25;9.951,75;444,75
01.01.2021;10:15;10:30;11.340,25;10.037,25;341
01.01.2021;10:30;10:45;11.459;10.078,75;162,75
01.01.2021;10:45;11:00;11.604,75;10.143,75;77,5
01.01.2021;11:00;11:15;11.767;10.238,75;203
01.01.2021;11:15;11:30;11.975;10.388,25;144,5
01.01.2021;11:30;11:45;12.122,75;10.485,75;245
01.01.2021;11:45;12:00;12.172,25;10.501,75;112,75
01.01.2021;12:00;12:15;12.321;10.609,5;93,25
01.01.2021;12:15;12:30;12.350,75;10.634,25;65,5
01.01.2021;12:30;12:45;12.325,5;10.611,25;71,75
01.01.2021;12:45;13:00;12.228,25;10.552,5;62
01.01.2021;13:00;13:15;12.184,5;10.560,25;77,5
01.01.2021;13:15;13:30;12.119,75;10.529,75;96
01.01.2021;13:30;13:45;12.072;10.520,5;90,75
01.01.2021;13:45;14:00;11.994;10.531,25;128,75
01.01.2021;14:00;14:15;11.908,75;10.564,75;122,5
01.01.2021;14:15;14:30;11.862,75;10.587,5;152,25
01.01.2021;14:30;14:45;11.841,75;10.695,25;131,25
01.01.2021;14:45;15:00;11.803,5;10.799,25;101,5
01.01.2021;15:00;15:15;11.882,75;10.969,75;190
01.01.2021;15:15;15:30;11.874,25;11.053,75;183,25
01.01.2021;15:30;15:45;11.954,5;11.202,5;152,75
01.01.2021;15:45;16:00;11.994;11.302;40,5
01.01.2021;16:00;16:15;12.052,25;11.367,75;166
01.01.2021;16:15;16:30;12.221,25;11.492,25;24,75
01.01.2021;16:30;16:45;12.505;11.729;15,75
01.01.2021;16:45;17:00;12.763;11.930;6
01.01.2021;17:00;17:15;13.072,25;12.205,5;15,5
01.01.2021;17:15;17:30;13.244,5;12.343,25;22,75
01.01.2021;17:30;17:45;13.362,25;12.421,25;7,5
01.01.2021;17:45;18:00;13.424,75;12.459,25;2,5
01.01.2021;18:00;18:15;13.477,25;12.479,25;2,5
01.01.2021;18:15;18:30;13.476;12.422;2,75
01.01.2021;18:30;18:45;13.492,25;12.407,25;2,75
01.01.2021;18:45;19:00;13.376;12.241;2,75
01.01.2021;19:00;19:15;13.333,5;12.195,5;2,25
01.01.2021;19:15;19:30;13.222,25;12.068;2,25
01.01.2021;19:30;19:45;13.153,75;11.958;3
01.01.2021;19:45;20:00;13.068,5;11.847,5;41,5
01.01.2021;20:00;20:15;12.865,5;11.621,25;5,75
01.01.2021;20:15;20:30;12.694,25;11.454,75;3,5
01.01.2021;20:30;20:45;12.527,25;11.304,5;35
01.01.2021;20:45;21:00;12.407,25;11.188,25;55
01.01.2021;21:00;21:15;12.316,25;11.087;19
01.01.2021;21:15;21:30;12.208,25;10.952,25;72
01.01.2021;21:30;21:45;12.126,5;10.852;94
01.01.2021;21:45;22:00;12.085,25;10.776,5;113,75
01.01.2021;22:00;22:15;12.233,5;10.865,75;66,25
01.01.2021;22:15;22:30;12.106;10.705,25;86
01.01.2021;22:30;22:45;11.941;10.554,25;121
01.01.2021;22:45;23:00;11.801,5;10.420,75;155
01.01.2021;23:00;23:15;11.631;10.266,25;322
01.01.2021;23:15;23:30;11.521;10.211,25;383
01.01.2021;23:30;23:45;11.370,5;10.096,5;511,25
01.01.2021;23:45;00:00;11.193,25;9.932,25;595,5
02.01.2021;00:00;00:15;10.952,5;9.702;792,25
02.01.2021;00:15;00:30;10.791,75;9.547,75;901,75
02.01.2021;00:30;00:45;10.677,75;9.446;931,5
02.01.2021;00:45;01:00;10.577;9.354,5;982
02.01.2021;01:00;01:15;10.444;9.239,25;1.116,25
02.01.2021;01:15;01:30;10.344;9.144;1.197,25
02.01.2021;01:30;01:45;10.254,75;9.050,25;1.247
02.01.2021;01:45;02:00;10.160,5;8.989;1.259
02.01.2021;02:00;02:15;10.095,5;8.923;1.148,75
02.01.2021;02:15;02:30;10.065;8.871,5;1.209,75
02.01.2021;02:30;02:45;10.035,5;8.859,25;1.224,75
02.01.2021;02:45;03:00;10.030,5;8.884,75;1.238
02.01.2021;03:00;03:15;9.985,25;8.851,75;1.151,5
02.01.2021;03:15;03:30;9.992,5;8.866,25;1.186,75
02.01.2021;03:30;03:45;10.055,75;8.927,25;1.193,75
02.01.2021;03:45;04:00;10.062;8.944,5;1.199,75
02.01.2021;04:00;04:15;10.135,75;9.026,5;1.228,5
02.01.2021;04:15;04:30;10.175,25;9.077,75;1.215,25
02.01.2021;04:30;04:45;10.210,75;9.142,75;1.188
02.01.2021;04:45;05:00;10.222,25;9.176;1.187
02.01.2021;05:00;05:15;10.289;9.277,25;850,25
02.01.2021;05:15;05:30;10.232,25;9.228,25;835
02.01.2021;05:30;05:45;10.281,5;9.279,25;801,75
02.01.2021;05:45;06:00;10.363,75;9.381;723,25
02.01.2021;06:00;06:15;10.484,5;9.510,75;445,5
02.01.2021;06:15;06:30;10.549,25;9.588,75;410
02.01.2021;06:30;06:45;10.633,75;9.682,25;408,25
02.01.2021;06:45;07:00;10.685,25;9.739,75;386,5
02.01.2021;07:00;07:15;10.850,75;9.905,75;346
02.01.2021;07:15;07:30;10.971,75;10.053,75;289
02.01.2021;07:30;07:45;11.065,5;10.176,5;173,25
02.01.2021;07:45;08:00;11.209,25;10.351,25;158
02.01.2021;08:00;08:15;11.336,75;10.500,75;560,5
02.01.2021;08:15;08:30;11.515;10.703,5;547,5
02.01.2021;08:30;08:45;11.625;10.806,75;507,25
02.01.2021;08:45;09:00;11.795;10.965,5;447,75
02.01.2021;09:00;09:15;12.044;11.188,25;230,75
02.01.2021;09:15;09:30;12.240,75;11.347,75;90,5
02.01.2021;09:30;09:45;12.393,75;11.478,25;87,25
02.01.2021;09:45;10:00;12.522,25;11.572,5;29,25
02.01.2021;10:00;10:15;12.674,5;11.691;15,5
02.01.2021;10:15;10:30;12.831;11.785,75;6,25
02.01.2021;10:30;10:45;12.978,5;11.910,75;6,25
02.01.2021;10:45;11:00;13.057,5;11.928,75;11
02.01.2021;11:00;11:15;13.215;12.026,5;6
02.01.2021;11:15;11:30;13.371;12.152,75;6,25
02.01.2021;11:30;11:45;13.458;12.210,25;14
02.01.2021;11:45;12:00;13.508,75;12.248,5;7
02.01.2021;12:00;12:15;13.647,5;12.373,25;53
02.01.2021;12:15;12:30;13.646;12.357;56,5
02.01.2021;12:30;12:45;13.640;12.379,5;54,75
02.01.2021;12:45;13:00;13.577,75;12.361;54,25
02.01.2021;13:00;13:15;13.520,75;12.365,75;53,75
02.01.2021;13:15;13:30;13.437,5;12.332,75;53,75
02.01.2021;13:30;13:45;13.372,75;12.343,25;53
02.01.2021;13:45;14:00;13.297;12.331,5;52,75
02.01.2021;14:00;14:15;13.204,75;12.321,75;6
02.01.2021;14:15;14:30;13.158,5;12.344,5;4,25
02.01.2021;14:30;14:45;13.144,25;12.398;4,25
02.01.2021;14:45;15:00;13.086,75;12.406,75;4,75
02.01.2021;15:00;15:15;13.132,75;12.491,75;18,5
02.01.2021;15:15;15:30;13.163,75;12.566,5;22,75
02.01.2021;15:30;15:45;13.204;12.634,25;22,5
02.01.2021;15:45;16:00;13.205,75;12.668,75;45
02.01.2021;16:00;16:15;13.354,5;12.827,5;166,5
02.01.2021;16:15;16:30;13.494;12.947,5;68,25
02.01.2021;16:30;16:45;13.729;13.148,5;38
02.01.2021;16:45;17:00;13.935,75;13.323,5;4,25
02.01.2021;17:00;17:15;14.209;13.560,75;12,25
02.01.2021;17:15;17:30;14.328,5;13.642,25;7,25
02.01.2021;17:30;17:45;14.484,75;13.751,5;2,5
02.01.2021;17:45;18:00;14.523,25;13.724,75;1,5
02.01.2021;18:00;18:15;14.519,25;13.648,25;2,5
02.01.2021;18:15;18:30;14.509,75;13.551,75;31,75
02.01.2021;18:30;18:45;14.446;13.445;36,75
02.01.2021;18:45;19:00;14.347,5;13.317,5;77,5
02.01.2021;19:00;19:15;14.196,25;13.122,25;36
02.01.2021;19:15;19:30;14.106,25;12.987,5;41,75
02.01.2021;19:30;19:45;13.962,25;12.793,75;54
02.01.2021;19:45;20:00;13.776,25;12.565;162,5
02.01.2021;20:00;20:15;13.489,5;12.259,75;19
02.01.2021;20:15;20:30;13.246,75;12.001,75;13,5
02.01.2021;20:30;20:45;13.059;11.788;90
02.01.2021;20:45;21:00;12.841,25;11.526;166,25
02.01.2021;21:00;21:15;12.736,25;11.390,75;60,25
02.01.2021;21:15;21:30;12.618,5;11.242,25;80,75
02.01.2021;21:30;21:45;12.503;11.055,25;122
02.01.2021;21:45;22:00;12.432,25;10.943,25;231,5
02.01.2021;22:00;22:15;12.580,5;11.039,25;95,75
02.01.2021;22:15;22:30;12.452,25;10.836,75;194,5
02.01.2021;22:30;22:45;12.275,75;10.599,75;246,25
02.01.2021;22:45;23:00;12.157;10.376,5;357
02.01.2021;23:00;23:15;12.070,25;10.201,5;376,5
02.01.2021;23:15;23:30;11.927,5;9.985,75;406,75
02.01.2021;23:30;23:45;11.852,5;9.804,25;537,25
02.01.2021;23:45;00:00;11.711;9.538,25;732,75
03.01.2021;00:00;00:15;11.396,75;9.129,25;689
03.01.2021;00:15;00:30;11.198;8.917,25;587
03.01.2021;00:30;00:45;11.062,5;8.744,5;617,5
03.01.2021;00:45;01:00;10.945;8.532,25;533,5
03.01.2021;01:00;01:15;10.832,5;8.373,5;385,5
03.01.2021;01:15;01:30;10.681,5;8.182,25;402,5
03.01.2021;01:30;01:45;10.564,5;7.982,25;434,75
03.01.2021;01:45;02:00;10.506,75;7.854,25;499,25
03.01.2021;02:00;02:15;10.433,25;7.682,5;650,5
03.01.2021;02:15;02:30;10.374,25;7.499;744
03.01.2021;02:30;02:45;10.328,75;7.389,25;779,25
03.01.2021;02:45;03:00;10.329,5;7.366,25;787,5
03.01.2021;03:00;03:15;10.352,5;7.336,5;936
03.01.2021;03:15;03:30;10.377,5;7.242,25;1.058,5
03.01.2021;03:30;03:45;10.409;7.199,5;1.132,25
03.01.2021;03:45;04:00;10.413,25;7.153,75;1.172,25
03.01.2021;04:00;04:15;10.485,5;7.186,75;1.155,75
03.01.2021;04:15;04:30;10.487,75;7.107,25;1.189,75
03.01.2021;04:30;04:45;10.519,25;7.081,25;1.191,75
03.01.2021;04:45;05:00;10.565,75;7.015,75;1.208,25
03.01.2021;05:00;05:15;10.691,25;6.971,5;1.130,75
03.01.2021;05:15;05:30;10.659;6.762,75;1.249,75
03.01.2021;05:30;05:45;10.679,5;6.666,75;1.332,5
03.01.2021;05:45;06:00;10.619;6.591,25;1.340,5
03.01.2021;06:00;06:15;10.566;6.441,5;1.154,5
03.01.2021;06:15;06:30;10.620,5;6.358,5;1.152,75
03.01.2021;06:30;06:45;10.676,75;6.307,25;1.220,75
03.01.2021;06:45;07:00;10.747,75;6.296;1.121
03.01.2021;07:00;07:15;10.846,5;6.309;825,25
03.01.2021;07:15;07:30;10.875,25;6.286,5;722
03.01.2021;07:30;07:45;10.987;6.385,25;621,75
03.01.2021;07:45;08:00;11.176,5;6.555;561,5
03.01.2021;08:00;08:15;11.427;6.751,5;354,25
03.01.2021;08:15;08:30;11.626;6.909,5;303,75
03.01.2021;08:30;08:45;11.734,25;6.997,75;231,25
03.01.2021;08:45;09:00;11.939;7.104,75;225
03.01.2021;09:00;09:15;12.204;7.306,75;356,75
03.01.2021;09:15;09:30;12.430,75;7.487,25;282,5
03.01.2021;09:30;09:45;12.642;7.614,25;265,5
03.01.2021;09:45;10:00;12.796;7.710,75;256,5
03.01.2021;10:00;10:15;12.926,25;7.765;142,5
03.01.2021;10:15;10:30;13.145,75;7.864,25;180,5
03.01.2021;10:30;10:45;13.307,5;7.934;126,75
03.01.2021;10:45;11:00;13.486;8.015,25;99,25
03.01.2021;11:00;11:15;13.780,5;8.249;223
03.01.2021;11:15;11:30;13.975,25;8.407,25;101,25
03.01.2021;11:30;11:45;14.164,5;8.607;59,25
03.01.2021;11:45;12:00;14.241;8.610,75;32,25
03.01.2021;12:00;12:15;14.242;8.619,75;81,5
03.01.2021;12:15;12:30;14.207,75;8.574;97,25
03.01.2021;12:30;12:45;14.176;8.492,25;83
03.01.2021;12:45;13:00;14.113;8.483,25;80,5
03.01.2021;13:00;13:15;14.057;8.430,5;110
03.01.2021;13:15;13:30;14.020,5;8.421,5;141,25
03.01.2021;13:30;13:45;13.946,5;8.453,5;137,5
03.01.2021;13:45;14:00;13.841;8.349,75;136
03.01.2021;14:00;14:15;13.720,5;8.230,5;20,75
03.01.2021;14:15;14:30;13.650,25;8.066;5,5
03.01.2021;14:30;14:45;13.667,75;8.029,5;6,25
03.01.2021;14:45;15:00;13.636;8.131;10,75
03.01.2021;15:00;15:15;13.770,75;8.392,25;258,5
03.01.2021;15:15;15:30;13.740,75;8.436,5;271,5
03.01.2021;15:30;15:45;13.774,75;8.463;250,75
03.01.2021;15:45;16:00;13.762;8.439,25;208
03.01.2021;16:00;16:15;13.786,25;8.435,75;48,25
03.01.2021;16:15;16:30;13.986,75;8.602,75;13
03.01.2021;16:30;16:45;14.198,5;8.820,5;5,75
03.01.2021;16:45;17:00;14.391;9.021;4
03.01.2021;17:00;17:15;14.682;9.323,25;4,25
03.01.2021;17:15;17:30;14.906;9.604,75;4
03.01.2021;17:30;17:45;14.958;9.631,5;2,75
03.01.2021;17:45;18:00;14.936;9.584,25;2,75
03.01.2021;18:00;18:15;14.932,25;9.601,25;2,5
03.01.2021;18:15;18:30;14.917,75;9.580,5;2,5
03.01.2021;18:30;18:45;14.792,75;9.538;2,5
03.01.2021;18:45;19:00;14.703,5;9.539,75;2,25
03.01.2021;19:00;19:15;14.565,25;9.415;3
03.01.2021;19:15;19:30;14.441,5;9.267,75;3,75
03.01.2021;19:30;19:45;14.291;9.139,75;4,75
03.01.2021;19:45;20:00;14.180,25;9.071;17,75
03.01.2021;20:00;20:15;14.088;8.983,5;8
03.01.2021;20:15;20:30;13.885,5;8.813,5;5,75
03.01.2021;20:30;20:45;13.695,75;8.647,25;64,75
03.01.2021;20:45;21:00;13.461,25;8.493,75;133
03.01.2021;21:00;21:15;13.484;8.588,75;220
03.01.2021;21:15;21:30;13.422,75;8.575,25;284,25
03.01.2021;21:30;21:45;13.350,25;8.570;272,5
03.01.2021;21:45;22:00;13.306,75;8.612,5;269
03.01.2021;22:00;22:15;13.371,5;8.833;135
03.01.2021;22:15;22:30;13.288;8.741,5;132,5
03.01.2021;22:30;22:45;13.065,5;8.530,75;152,5
03.01.2021;22:45;23:00;12.860,5;8.366,25;256,25
03.01.2021;23:00;23:15;12.821,5;8.342,25;615,5
03.01.2021;23:15;23:30;12.643;8.195,5;748,5
03.01.2021;23:30;23:45;12.444,25;8.034,25;896,25
03.01.2021;23:45;00:00;12.303,25;7.945,75;966,25
04.01.2021;00:00;00:15;12.119,5;7.770,75;783,5
04.01.2021;00:15;00:30;12.003,5;7.678,75;867,5
04.01.2021;00:30;00:45;11.873;7.529;1.020
04.01.2021;00:45;01:00;11.777,25;7.455,25;1.167,25
04.01.2021;01:00;01:15;11.632,25;7.349,5;1.180,75
04.01.2021;01:15;01:30;11.523,75;7.244,75;1.296,75
04.01.2021;01:30;01:45;11.524,5;7.263,75;1.381,5
04.01.2021;01:45;02:00;11.485,5;7.254,25;1.412,5
04.01.2021;02:00;02:15;11.516,75;7.291;1.397,5
04.01.2021;02:15;02:30;11.502,5;7.278,5;1.455,5
04.01.2021;02:30;02:45;11.492,75;7.271,75;1.451,5
04.01.2021;02:45;03:00;11.460;7.266,75;1.449,5
04.01.2021;03:00;03:15;11.441,5;7.248,25;1.339
04.01.2021;03:15;03:30;11.449,5;7.259,25;1.329
04.01.2021;03:30;03:45;11.468,75;7.292,25;1.303,5
04.01.2021;03:45;04:00;11.508;7.381,75;1.294
04.01.2021;04:00;04:15;11.635;7.505,5;1.072,5
04.01.2021;04:15;04:30;11.701,25;7.564,5;1.102,25
04.01.2021;04:30;04:45;11.830;7.723,25;1.027
04.01.2021;04:45;05:00;11.933,5;7.846;964,25
04.01.2021;05:00;05:15;12.130,75;8.079,5;598,5
04.01.2021;05:15;05:30;12.275,25;8.247,25;665,25
04.01.2021;05:30;05:45;12.484,75;8.460;597,75
04.01.2021;05:45;06:00;12.753;8.719;505
04.01.2021;06:00;06:15;13.243;9.182,25;422
04.01.2021;06:15;06:30;13.617;9.560,25;306
04.01.2021;06:30;06:45;13.976;9.942,75;144
04.01.2021;06:45;07:00;14.386;10.297;58,25
04.01.2021;07:00;07:15;15.016,25;10.970,5;206
04.01.2021;07:15;07:30;15.267,5;11.211;112,75
04.01.2021;07:30;07:45;15.488;11.447,5;3
04.01.2021;07:45;08:00;15.645;11.615,25;1,5
04.01.2021;08:00;08:15;16.032;11.946,5;1
04.01.2021;08:15;08:30;16.184,5;12.020;1,25
04.01.2021;08:30;08:45;16.315,75;12.159,75;1
04.01.2021;08:45;09:00;16.464;12.296;0,75
04.01.2021;09:00;09:15;16.553;12.377,25;2,25
04.01.2021;09:15;09:30;16.677;12.522,75;2,5
04.01.2021;09:30;09:45;16.786,75;12.677,75;6,5
04.01.2021;09:45;10:00;16.898,25;12.792,25;2,5
04.01.2021;10:00;10:15;16.913,25;12.697,5;3,75
04.01.2021;10:15;10:30;17.005,25;12.759,25;5,75
04.01.2021;10:30;10:45;17.080,5;12.856;10
04.01.2021;10:45;11:00;17.185,25;12.900,5;12,75
04.01.2021;11:00;11:15;17.342,75;13.014,5;86,75
04.01.2021;11:15;11:30;17.491,25;13.147,75;26,5
04.01.2021;11:30;11:45;17.598;13.208,5;4,75
04.01.2021;11:45;12:00;17.667;13.281,75;4,25
04.01.2021;12:00;12:15;17.678,75;13.295;8,5
04.01.2021;12:15;12:30;17.676;13.342,75;8,5
04.01.2021;12:30;12:45;17.675,75;13.297;8,5
04.01.2021;12:45;13:00;17.607,5;13.214;17
04.01.2021;13:00;13:15;17.587,5;13.254,5;20,75
04.01.2021;13:15;13:30;17.563,25;13.231,25;17
04.01.2021;13:30;13:45;17.494;13.189,5;20,75
04.01.2021;13:45;14:00;17.338,75;13.013;26,25
04.01.2021;14:00;14:15;17.355,5;13.028,5;17,5
04.01.2021;14:15;14:30;17.291,5;12.982,5;22,25
04.01.2021;14:30;14:45;17.250,25;12.890,5;20,25
04.01.2021;14:45;15:00;17.213,25;12.873,75;23
04.01.2021;15:00;15:15;17.325,5;13.058;76
04.01.2021;15:15;15:30;17.263,75;13.017,75;171,25
04.01.2021;15:30;15:45;17.216,5;12.981,5;257
04.01.2021;15:45;16:00;17.151,5;12.932,25;241
04.01.2021;16:00;16:15;17.317,5;13.137;234,5
04.01.2021;16:15;16:30;17.344,5;13.143,75;237
04.01.2021;16:30;16:45;17.478,75;13.262,25;193
04.01.2021;16:45;17:00;17.651;13.377;45,5
04.01.2021;17:00;17:15;17.794,5;13.545;3,25
04.01.2021;17:15;17:30;17.885,25;13.701,75;2,5
04.01.2021;17:30;17:45;17.948,25;13.720,5;1,5
04.01.2021;17:45;18:00;17.986,25;13.792,5;2
04.01.2021;18:00;18:15;17.909,75;13.735,75;2,25
04.01.2021;18:15;18:30;17.830;13.653,25;13,5
04.01.2021;18:30;18:45;17.780,25;13.593;23
04.01.2021;18:45;19:00;17.639,5;13.440;25
04.01.2021;19:00;19:15;17.512;13.324;21,25
04.01.2021;19:15;19:30;17.393;13.197,75;9,75
04.01.2021;19:30;19:45;17.282,5;13.151,5;4,25
04.01.2021;19:45;20:00;17.074,75;12.968,75;11,25
04.01.2021;20:00;20:15;16.829;12.722,5;52
04.01.2021;20:15;20:30;16.582,25;12.463,25;48,5
04.01.2021;20:30;20:45;16.329,5;12.259,75;77,5
04.01.2021;20:45;21:00;16.085,5;12.003,5;180,75
04.01.2021;21:00;21:15;15.924,25;11.905,5;46,5
04.01.2021;21:15;21:30;15.738,75;11.782,75;46,25
04.01.2021;21:30;21:45;15.552,5;11.616,25;152
04.01.2021;21:45;22:00;15.342;11.461;323,75
04.01.2021;22:00;22:15;15.315,25;11.495,5;209,25
04.01.2021;22:15;22:30;15.155;11.362,75;231,25
04.01.2021;22:30;22:45;14.861,5;11.054,75;234,75
04.01.2021;22:45;23:00;14.632,25;10.817,75;301,25
04.01.2021;23:00;23:15;14.377;10.561,25;238,75
04.01.2021;23:15;23:30;14.192;10.368;258,25
04.01.2021;23:30;23:45;14.036,25;10.217,5;393,75
04.01.2021;23:45;00:00;13.873,25;10.050,75;600,75
05.01.2021;00:00;00:15;13.428,75;9.628,75;1.068,75
05.01.2021;00:15;00:30;13.168,25;9.402,5;928,5
05.01.2021;00:30;00:45;13.022;9.248;998
05.01.2021;00:45;01:00;12.936,75;9.163,5;961,25
05.01.2021;01:00;01:15;12.889;9.127,5;964,75
05.01.2021;01:15;01:30;12.824,5;9.051;1.073,75
05.01.2021;01:30;01:45;12.732;9.000,25;1.144,75
05.01.2021;01:45;02:00;12.640,5;9.029,25;1.169,5
05.01.2021;02:00;02:15;12.558;8.928,75;1.124,75
05.01.2021;02:15;02:30;12.509,5;8.870,5;1.059
05.01.2021;02:30;02:45;12.443;8.796;1.106,75
05.01.2021;02:45;03:00;12.499,25;8.862,5;1.133
05.01.2021;03:00;03:15;12.554,75;8.901,75;1.130,5
05.01.2021;03:15;03:30;12.555,75;8.904,5;1.150,75
05.01.2021;03:30;03:45;12.584,25;8.959;1.190
05.01.2021;03:45;04:00;12.606,75;8.964,5;1.281,25
05.01.2021;04:00;04:15;12.685;9.047,25;1.250,25
05.01.2021;04:15;04:30;12.710;9.079,75;1.210,5
05.01.2021;04:30;04:45;12.771,25;9.147,75;1.203,75
05.01.2021;04:45;05:00;12.816;9.195,75;1.200,25
05.01.2021;05:00;05:15;13.169,75;9.552,25;966,5
05.01.2021;05:15;05:30;13.258,25;9.644,25;777,75
05.01.2021;05:30;05:45;13.402;9.779,75;664
05.01.2021;05:45;06:00;13.706,25;10.104,5;583
05.01.2021;06:00;06:15;14.269;10.594,75;370,25
05.01.2021;06:15;06:30;14.619,25;10.929,75;235,5
05.01.2021;06:30;06:45;14.871,25;11.182,75;191,25
05.01.2021;06:45;07:00;15.150;11.468;165,75
05.01.2021;07:00;07:15;15.639,75;11.975,5;233
05.01.2021;07:15;07:30;15.789,25;12.171,5;107,5
05.01.2021;07:30;07:45;16.031,75;12.451;101,75
05.01.2021;07:45;08:00;16.319,25;12.729;110,75
05.01.2021;08:00;08:15;16.534,25;12.915,5;74
05.01.2021;08:15;08:30;16.683,25;13.044,25;54
05.01.2021;08:30;08:45;16.770,75;13.110,25;1,5
05.01.2021;08:45;09:00;16.853;13.193,25;1,5
05.01.2021;09:00;09:15;16.988,25;13.339;1,75
05.01.2021;09:15;09:30;17.103,25;13.467,25;2
05.01.2021;09:30;09:45;17.190;13.467,75;2
05.01.2021;09:45;10:00;17.218,25;13.377,5;2,25
05.01.2021;10:00;10:15;17.221,5;13.315,25;2,75
05.01.2021;10:15;10:30;17.378;13.426,5;2,75
05.01.2021;10:30;10:45;17.435;13.456,75;2,75
05.01.2021;10:45;11:00;17.510,5;13.533,75;2,75
05.01.2021;11:00;11:15;17.603,5;13.614,5;2,25
05.01.2021;11:15;11:30;17.738,75;13.744,75;2
05.01.2021;11:30;11:45;17.860,75;13.838,25;2,25
05.01.2021;11:45;12:00;17.899,75;13.845;2,25
05.01.2021;12:00;12:15;17.892,5;13.811,75;1
05.01.2021;12:15;12:30;17.867;13.774,5;1
05.01.2021;12:30;12:45;17.870,75;13.770,25;1
05.01.2021;12:45;13:00;17.794,25;13.674,5;1,25
05.01.2021;13:00;13:15;17.783,75;13.654,25;3,5
05.01.2021;13:15;13:30;17.704,25;13.571,5;3,25
05.01.2021;13:30;13:45;17.600,25;13.462;9
05.01.2021;13:45;14:00;17.455;13.301;14,5
05.01.2021;14:00;14:15;17.486,25;13.321,25;13,75
05.01.2021;14:15;14:30;17.448;13.272,25;12,75
05.01.2021;14:30;14:45;17.395,75;13.215,75;12,75
05.01.2021;14:45;15:00;17.343,75;13.154,75;12,5
05.01.2021;15:00;15:15;17.367,5;13.218,75;12,5
05.01.2021;15:15;15:30;17.308;13.190;11,25
05.01.2021;15:30;15:45;17.322,25;13.224;4,75
05.01.2021;15:45;16:00;17.235,75;13.180,75;3
05.01.2021;16:00;16:15;17.347,5;13.314,5;2,75
05.01.2021;16:15;16:30;17.409,75;13.375,75;11,25
05.01.2021;16:30;16:45;17.526,5;13.454;21
05.01.2021;16:45;17:00;17.664;13.588,25;19,75
05.01.2021;17:00;17:15;17.784,75;13.696,75;25
05.01.2021;17:15;17:30;17.829,25;13.717,25;25,25
05.01.2021;17:30;17:45;17.950,25;13.859;23,75
05.01.2021;17:45;18:00;17.961,5;13.864;23
05.01.2021;18:00;18:15;17.928,5;13.824,5;13,5
05.01.2021;18:15;18:30;17.850,5;13.748;5,25
05.01.2021;18:30;18:45;17.784;13.755,75;5,75
05.01.2021;18:45;19:00;17.616,75;13.613,75;5,75
05.01.2021;19:00;19:15;17.463;13.452,25;10,25
05.01.2021;19:15;19:30;17.364,25;13.356;52,25
05.01.2021;19:30;19:45;17.253,75;13.228,5;96,5
05.01.2021;19:45;20:00;17.142,5;13.105;156,5
