Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2023;11:45;12:00;11.117;2.106,75;287,25
01.01.2023;12:00;12:15;11.120,5;2.293;311,5
01.01.2023;12:15;12:30;11.145;2.502,5;279,5
01.01.2023;12:30;12:45;11.080,75;2.577;250
01.01.2023;12:45;13:00;10.985,5;2.526,25;322,75
01.01.2023;13:00;13:15;11.018,5;2.557,5;489
01.01.2023;13:15;13:30;10.962,75;2.684,25;462,5
01.01.2023;13:30;13:45;10.916,25;2.936,5;323,75
01.01.2023;13:45;14:00;10.849,75;3.078;319,25
01.01.2023;14:00;14:15;10.844;2.518,5;652
01.01.2023;14:15;14:30;10.828,25;2.576,25;566,5
01.01.2023;14:30;14:45;10.884,5;2.998;398
01.01.2023;14:45;15:00;10.840,25;3.068,75;193,25
01.01.2023;15:00;15:15;10.952,25;3.049,25;438,75
01.01.2023;15:15;15:30;10.892,75;3.024,25;371,75
01.01.2023;15:30;15:45;10.950,75;3.297,75;101,75
01.01.2023;15:45;16:00;10.972,5;3.579;35,75
01.01.2023;16:00;16:15;11.156;4.010,25;51,75
01.01.2023;16:15;16:30;11.306,5;4.350;104
01.01.2023;16:30;16:45;11.486,5;4.649,75;81,25
01.01.2023;16:45;17:00;11.726,5;5.009;39,75
01.01.2023;17:00;17:15;12.041,25;5.426;37,25
01.01.2023;17:15;17:30;12.143,25;5.555,75;36,75
01.01.2023;17:30;17:45;12.245,75;5.670;36,75
01.01.2023;17:45;18:00;12.270,25;5.683,75;35
01.01.2023;18:00;18:15;12.273,5;5.765;82
01.01.2023;18:15;18:30;12.226,5;5.790,75;89
01.01.2023;18:30;18:45;12.148;5.735;93,75
01.01.2023;18:45;19:00;12.039,25;5.677;78,5
01.01.2023;19:00;19:15;12.023;5.716;93
01.01.2023;19:15;19:30;11.925,25;5.597,75;131,5
01.01.2023;19:30;19:45;11.812;5.514,75;91,5
01.01.2023;19:45;20:00;11.631;5.392,25;97,5
01.01.2023;20:00;20:15;11.500,75;5.245,5;40,75
01.01.2023;20:15;20:30;11.319,75;5.054;56,5
01.01.2023;20:30;20:45;11.122,25;4.847,75;139
01.01.2023;20:45;21:00;10.934,75;4.577,25;295
01.01.2023;21:00;21:15;10.929,5;4.402,5;60,75
01.01.2023;21:15;21:30;10.832,75;4.398,25;73,5
01.01.2023;21:30;21:45;10.759;4.430,25;137,25
01.01.2023;21:45;22:00;10.714,5;4.478,25;203,25
01.01.2023;22:00;22:15;10.814,75;4.732,5;70,25
01.01.2023;22:15;22:30;10.692,25;4.752,75;57
01.01.2023;22:30;22:45;10.531,5;4.702;50
01.01.2023;22:45;23:00;10.306,5;4.534,75;86,75
01.01.2023;23:00;23:15;10.126,5;4.366,25;58
01.01.2023;23:15;23:30;9.862,75;4.109,75;114,5
01.01.2023;23:30;23:45;9.667,25;3.903,75;262
01.01.2023;23:45;00:00;9.504,5;3.818,75;468,75
02.01.2023;00:00;00:15;9.411,75;3.839,25;572,25
02.01.2023;00:15;00:30;9.336;3.890,25;827,75
02.01.2023;00:30;00:45;9.161;3.875,25;966,5
02.01.2023;00:45;01:00;9.038;3.858,75;1.019,25
02.01.2023;01:00;01:15;8.954,25;3.735,25;924,25
02.01.2023;01:15;01:30;8.869,5;3.606;1.069,5
02.01.2023;01:30;01:45;8.868,5;3.650,5;1.083
02.01.2023;01:45;02:00;8.912,25;3.745,75;1.117
02.01.2023;02:00;02:15;8.891,75;3.496,75;938
02.01.2023;02:15;02:30;8.811,75;3.236,75;1.033,5
02.01.2023;02:30;02:45;8.849,25;3.259;1.110
02.01.2023;02:45;03:00;8.920,5;3.310,25;1.174,25
02.01.2023;03:00;03:15;8.996,5;3.299,25;1.174
02.01.2023;03:15;03:30;9.013,25;3.187,25;1.297
02.01.2023;03:30;03:45;9.069,75;3.147;1.282,25
02.01.2023;03:45;04:00;9.168,25;3.154;1.316,75
02.01.2023;04:00;04:15;9.284,5;3.090,75;1.138,25
02.01.2023;04:15;04:30;9.414,25;3.137,25;1.146,75
02.01.2023;04:30;04:45;9.563;3.207,75;1.217,25
02.01.2023;04:45;05:00;9.722,75;3.205,75;1.297,25
02.01.2023;05:00;05:15;9.922,25;3.415,75;1.376,25
02.01.2023;05:15;05:30;10.099,25;3.531,75;1.446
02.01.2023;05:30;05:45;10.343;3.650,5;1.303,5
02.01.2023;05:45;06:00;10.723,25;3.853,25;983,75
02.01.2023;06:00;06:15;11.298,25;4.235,75;798,75
02.01.2023;06:15;06:30;11.656;4.458,5;907
02.01.2023;06:30;06:45;12.013,25;4.764,75;828
02.01.2023;06:45;07:00;12.271,5;4.952;430,5
02.01.2023;07:00;07:15;12.608,75;5.177,25;337
02.01.2023;07:15;07:30;12.913,5;5.410,75;240,25
02.01.2023;07:30;07:45;13.261,25;5.620,25;229
02.01.2023;07:45;08:00;13.538,25;5.672,75;170,25
02.01.2023;08:00;08:15;13.888,75;5.935;257
02.01.2023;08:15;08:30;14.007,75;5.975,75;255
02.01.2023;08:30;08:45;14.153;5.902,75;245,75
02.01.2023;08:45;09:00;14.182,5;5.777,75;316,75
02.01.2023;09:00;09:15;14.294;5.663;116,25
02.01.2023;09:15;09:30;14.252;5.496,75;156,25
02.01.2023;09:30;09:45;14.379,25;5.555,25;177,5
02.01.2023;09:45;10:00;14.515,75;5.605,25;215,5
02.01.2023;10:00;10:15;14.581,5;5.635;69,5
02.01.2023;10:15;10:30;14.678;5.584,5;110,5
02.01.2023;10:30;10:45;14.811;5.731,25;116,75
02.01.2023;10:45;11:00;14.937;5.811,25;50,5
02.01.2023;11:00;11:15;14.885;5.568,75;3,5
02.01.2023;11:15;11:30;15.086,5;5.654,25;5,75
02.01.2023;11:30;11:45;15.156,25;5.726,25;38,25
02.01.2023;11:45;12:00;15.295,25;5.855,75;61
02.01.2023;12:00;12:15;15.400;5.905,25;63,5
02.01.2023;12:15;12:30;15.340,25;5.907;75,75
02.01.2023;12:30;12:45;15.365,75;5.981,25;198,25
02.01.2023;12:45;13:00;15.289,25;5.966,5;158
02.01.2023;13:00;13:15;15.232,25;5.938;87,75
02.01.2023;13:15;13:30;15.129,5;6.042,75;118,75
02.01.2023;13:30;13:45;15.098,25;6.203;123,25
02.01.2023;13:45;14:00;14.970,5;6.190;100,25
02.01.2023;14:00;14:15;14.832,25;6.130,75;229,5
02.01.2023;14:15;14:30;14.776,75;6.152,25;146
02.01.2023;14:30;14:45;14.807,25;6.399,25;44,25
02.01.2023;14:45;15:00;14.767,75;6.640;26,5
02.01.2023;15:00;15:15;14.871,75;7.023,25;54
02.01.2023;15:15;15:30;14.755;7.142,25;46,5
02.01.2023;15:30;15:45;14.683,25;7.211,5;72,25
02.01.2023;15:45;16:00;14.697,5;7.260,75;30,75
02.01.2023;16:00;16:15;14.786,5;7.428,5;75,5
02.01.2023;16:15;16:30;14.874,25;7.698;55,75
02.01.2023;16:30;16:45;14.939,75;7.782,75;77,25
02.01.2023;16:45;17:00;15.109;7.983,25;47,5
02.01.2023;17:00;17:15;15.251,75;8.107,25;15
02.01.2023;17:15;17:30;15.221,25;8.047;27,5
02.01.2023;17:30;17:45;15.195,25;7.956;64,75
02.01.2023;17:45;18:00;15.196;7.842,5;151,75
02.01.2023;18:00;18:15;15.204;7.868,75;78,75
02.01.2023;18:15;18:30;15.114;7.823,25;63,25
02.01.2023;18:30;18:45;15.035;7.771,75;76,75
02.01.2023;18:45;19:00;15.049;7.727;104,75
02.01.2023;19:00;19:15;14.988,25;7.665,25;57,5
02.01.2023;19:15;19:30;14.936,75;7.699,75;54,75
02.01.2023;19:30;19:45;14.785,25;7.615,25;63,5
02.01.2023;19:45;20:00;14.690,75;7.632,25;65,5
02.01.2023;20:00;20:15;14.416,5;7.426,25;59,75
02.01.2023;20:15;20:30;14.098,75;7.103;170,25
02.01.2023;20:30;20:45;13.827,75;6.867;233,5
02.01.2023;20:45;21:00;13.638,75;6.654;380,5
02.01.2023;21:00;21:15;13.547;6.683,75;101,75
02.01.2023;21:15;21:30;13.373;6.624,25;116
02.01.2023;21:30;21:45;13.202,75;6.567,25;195
02.01.2023;21:45;22:00;13.011,75;6.466,5;243
02.01.2023;22:00;22:15;12.835,25;6.412,25;28,5
02.01.2023;22:15;22:30;12.671;6.280,75;45,75
02.01.2023;22:30;22:45;12.451;6.097,25;38
02.01.2023;22:45;23:00;12.223,25;5.877,5;143,5
02.01.2023;23:00;23:15;12.027,75;5.797,75;82,75
02.01.2023;23:15;23:30;11.876,75;5.671,5;395,5
02.01.2023;23:30;23:45;11.685,25;5.574,5;524,75
02.01.2023;23:45;00:00;11.514,25;5.503,5;734
03.01.2023;00:00;00:15;11.302,75;5.429,75;821,5
03.01.2023;00:15;00:30;11.112,25;5.238,25;945
03.01.2023;00:30;00:45;10.976,75;5.113,75;1.156,5
03.01.2023;00:45;01:00;10.847,5;5.091,5;1.201,25
03.01.2023;01:00;01:15;10.711,25;5.067,5;801
03.01.2023;01:15;01:30;10.586,5;4.978;922,25
03.01.2023;01:30;01:45;10.556,75;5.061,75;947,75
03.01.2023;01:45;02:00;10.549,75;5.103,5;955,25
03.01.2023;02:00;02:15;10.484,25;5.093,25;1.402
03.01.2023;02:15;02:30;10.435,5;5.192,25;1.401,75
03.01.2023;02:30;02:45;10.491;5.376,75;1.391,75
03.01.2023;02:45;03:00;10.455,5;5.493;1.327,5
03.01.2023;03:00;03:15;10.445;5.573,25;1.393,75
03.01.2023;03:15;03:30;10.408,25;5.560,25;1.383
03.01.2023;03:30;03:45;10.471;5.683,5;1.367,75
03.01.2023;03:45;04:00;10.526;5.805,25;1.279,25
03.01.2023;04:00;04:15;10.683,25;6.078,5;1.438,25
03.01.2023;04:15;04:30;10.798,75;6.336,75;1.356
03.01.2023;04:30;04:45;10.962,5;6.500,75;1.309
03.01.2023;04:45;05:00;11.025,25;6.675,25;1.155
03.01.2023;05:00;05:15;11.219;7.008,5;925,5
03.01.2023;05:15;05:30;11.350,75;7.183,5;770
03.01.2023;05:30;05:45;11.496,5;7.394,75;572,25
03.01.2023;05:45;06:00;11.799,25;7.813;443,5
03.01.2023;06:00;06:15;12.279,25;8.304;377,25
03.01.2023;06:15;06:30;12.519,75;8.580,75;180
03.01.2023;06:30;06:45;12.797,75;8.963;105,5
03.01.2023;06:45;07:00;13.100,5;9.350;72,25
03.01.2023;07:00;07:15;13.511,75;9.802,25;117,75
03.01.2023;07:15;07:30;13.832,75;10.169,75;143,5
03.01.2023;07:30;07:45;14.071;10.380,75;61,75
03.01.2023;07:45;08:00;14.267,75;10.636,25;84,75
03.01.2023;08:00;08:15;14.429,75;10.859,5;47,75
03.01.2023;08:15;08:30;14.508,75;10.958,75;28,5
03.01.2023;08:30;08:45;14.601;11.074;5
03.01.2023;08:45;09:00;14.627;10.987;4,5
03.01.2023;09:00;09:15;14.657,25;10.868;39,75
03.01.2023;09:15;09:30;14.798,5;10.941;61,75
03.01.2023;09:30;09:45;14.842,75;10.773,5;62
03.01.2023;09:45;10:00;14.850;10.507;14,25
03.01.2023;10:00;10:15;14.869,75;10.361,25;6
03.01.2023;10:15;10:30;14.939,25;10.352;2,75
03.01.2023;10:30;10:45;14.975,75;10.190,75;33,5
03.01.2023;10:45;11:00;15.079,75;10.137,75;45,5
03.01.2023;11:00;11:15;15.057,25;9.966,25;37,75
03.01.2023;11:15;11:30;15.164,5;9.941,75;25,75
03.01.2023;11:30;11:45;15.258,5;9.942,5;3,25
03.01.2023;11:45;12:00;15.271,5;9.922,75;2,25
03.01.2023;12:00;12:15;15.165,75;9.791,5;1,5
03.01.2023;12:15;12:30;15.137;9.804,5;3,5
03.01.2023;12:30;12:45;15.108,25;9.857,25;4,25
03.01.2023;12:45;13:00;15.035,5;9.850,25;2,5
03.01.2023;13:00;13:15;14.865,75;9.779,5;1
03.01.2023;13:15;13:30;14.737,25;9.765;2
03.01.2023;13:30;13:45;14.650,5;9.796,25;2,25
03.01.2023;13:45;14:00;14.640,75;9.937,75;2,5
03.01.2023;14:00;14:15;14.597;10.075,25;3
03.01.2023;14:15;14:30;14.542;10.234;3
03.01.2023;14:30;14:45;14.495,5;10.343,75;1,25
03.01.2023;14:45;15:00;14.494,75;10.568;1,25
03.01.2023;15:00;15:15;14.516,5;10.780,5;1,25
03.01.2023;15:15;15:30;14.428,75;10.907;1,25
03.01.2023;15:30;15:45;14.435,5;11.096,75;1,25
03.01.2023;15:45;16:00;14.390;11.106,25;1,25
03.01.2023;16:00;16:15;14.572,75;11.355,75;1,25
03.01.2023;16:15;16:30;14.663,5;11.436;1,25
03.01.2023;16:30;16:45;14.830,5;11.549,5;1,25
03.01.2023;16:45;17:00;14.989,25;11.572;21,75
03.01.2023;17:00;17:15;15.245,25;11.594;40,75
03.01.2023;17:15;17:30;15.373,75;11.478,25;35
03.01.2023;17:30;17:45;15.516,5;11.378,5;31,5
03.01.2023;17:45;18:00;15.501,5;11.197;32
03.01.2023;18:00;18:15;15.363,25;10.923,5;43,25
03.01.2023;18:15;18:30;15.332,5;10.725;31,75
03.01.2023;18:30;18:45;15.354;10.524,25;60,75
03.01.2023;18:45;19:00;15.264,5;10.244;65
03.01.2023;19:00;19:15;15.149,5;9.967,5;13,75
03.01.2023;19:15;19:30;14.960,5;9.595,25;7
03.01.2023;19:30;19:45;14.843,75;9.242,75;115,5
03.01.2023;19:45;20:00;14.666,25;8.906,25;187,75
03.01.2023;20:00;20:15;14.468;8.472,25;52,5
03.01.2023;20:15;20:30;14.230,75;8.028;71
03.01.2023;20:30;20:45;14.038,5;7.627,5;117
03.01.2023;20:45;21:00;13.831,75;7.309,75;210,5
03.01.2023;21:00;21:15;13.636;6.968;111,5
03.01.2023;21:15;21:30;13.466,5;6.682,25;148,25
03.01.2023;21:30;21:45;13.346,25;6.405,25;251,25
03.01.2023;21:45;22:00;13.203,25;6.226;386,5
03.01.2023;22:00;22:15;13.163,75;6.183,75;199,25
03.01.2023;22:15;22:30;12.994,25;5.889,75;150,5
03.01.2023;22:30;22:45;12.752,5;5.533;149
03.01.2023;22:45;23:00;12.539,25;5.233,5;397,75
03.01.2023;23:00;23:15;12.350,5;4.950,5;292,25
03.01.2023;23:15;23:30;12.102,75;4.519,75;205,25
03.01.2023;23:30;23:45;12.027;4.312,75;394
03.01.2023;23:45;00:00;11.844,25;3.987,25;457,25
04.01.2023;00:00;00:15;11.734,25;3.698;840,75
04.01.2023;00:15;00:30;11.671,75;3.549;922,25
04.01.2023;00:30;00:45;11.429;3.219;932,75
04.01.2023;00:45;01:00;11.393,25;3.119;1.039
04.01.2023;01:00;01:15;11.262;2.766;922,25
04.01.2023;01:15;01:30;11.197;2.511,25;1.097,25
04.01.2023;01:30;01:45;11.195;2.436;1.187,75
04.01.2023;01:45;02:00;11.170,75;2.372,5;1.293,25
04.01.2023;02:00;02:15;11.084;2.260,75;1.362,75
04.01.2023;02:15;02:30;11.074;2.208,75;1.557,75
04.01.2023;02:30;02:45;11.105,75;2.239,75;1.579,75
04.01.2023;02:45;03:00;11.099,25;2.316,5;1.569,75
04.01.2023;03:00;03:15;11.161,25;2.686,5;1.599
04.01.2023;03:15;03:30;11.272,75;2.710,5;1.847
04.01.2023;03:30;03:45;11.372;2.767,5;1.837,75
04.01.2023;03:45;04:00;11.462,75;2.918,25;1.831
04.01.2023;04:00;04:15;11.622;3.131;1.849,25
04.01.2023;04:15;04:30;11.703;3.014,25;1.875,25
04.01.2023;04:30;04:45;11.796;2.953,25;1.901,75
04.01.2023;04:45;05:00;11.923;2.959,5;1.887,75
04.01.2023;05:00;05:15;12.216,5;2.734,25;1.924
04.01.2023;05:15;05:30;12.270,75;2.625;1.761,75
04.01.2023;05:30;05:45;12.505,75;2.616,25;1.648,5
04.01.2023;05:45;06:00;12.869,5;2.571,5;1.613
04.01.2023;06:00;06:15;13.522;2.599;1.295,5
04.01.2023;06:15;06:30;13.847,25;2.417,75;1.049,5
04.01.2023;06:30;06:45;14.091,5;2.519,25;924,75
04.01.2023;06:45;07:00;14.381,75;2.674,25;761,75
04.01.2023;07:00;07:15;14.669;2.805;590,5
04.01.2023;07:15;07:30;14.938,75;3.027,5;461,25
04.01.2023;07:30;07:45;15.138;3.224,75;383
04.01.2023;07:45;08:00;15.385;3.442;353,25
04.01.2023;08:00;08:15;15.651,5;3.686,5;165,75
04.01.2023;08:15;08:30;15.784,75;3.763,5;114,75
04.01.2023;08:30;08:45;15.875;3.752;148,75
04.01.2023;08:45;09:00;15.861;3.680,75;215
04.01.2023;09:00;09:15;15.873,25;3.630;132,75
04.01.2023;09:15;09:30;16.000;3.642,75;147,75
04.01.2023;09:30;09:45;16.151;3.650,5;159,25
04.01.2023;09:45;10:00;16.239,75;3.582,5;172,25
04.01.2023;10:00;10:15;16.289,75;3.638;232,75
04.01.2023;10:15;10:30;16.361,5;3.654,25;245,25
04.01.2023;10:30;10:45;16.462,5;3.672,75;209,25
04.01.2023;10:45;11:00;16.525,5;3.735,75;192,75
04.01.2023;11:00;11:15;16.637,25;3.820,75;136,75
04.01.2023;11:15;11:30;16.688,5;3.883,5;98
04.01.2023;11:30;11:45;16.766,75;3.971,5;105
04.01.2023;11:45;12:00;16.833,75;4.056;99
04.01.2023;12:00;12:15;16.837,5;3.993;107,5
04.01.2023;12:15;12:30;16.830,25;3.893,5;100,25
04.01.2023;12:30;12:45;16.808,25;3.851,5;80
04.01.2023;12:45;13:00;16.691;3.721,75;104
04.01.2023;13:00;13:15;16.632,75;3.650,75;108
04.01.2023;13:15;13:30;16.627,5;3.628,75;91,75
04.01.2023;13:30;13:45;16.488,5;3.531,75;87
04.01.2023;13:45;14:00;16.268;3.408,75;124
04.01.2023;14:00;14:15;16.239,75;3.425,75;237,75
04.01.2023;14:15;14:30;16.269;3.497,5;161,25
04.01.2023;14:30;14:45;16.313;3.567,75;143
04.01.2023;14:45;15:00;16.302,75;3.607,5;163,75
04.01.2023;15:00;15:15;16.183;3.532;182,5
04.01.2023;15:15;15:30;16.144,25;3.550,75;153,75
04.01.2023;15:30;15:45;16.109,75;3.571,25;145,75
04.01.2023;15:45;16:00;16.070;3.594;91,25
04.01.2023;16:00;16:15;16.031,25;3.634,75;73,5
04.01.2023;16:15;16:30;16.093,25;3.798,75;42,75
04.01.2023;16:30;16:45;16.209,25;3.928,75;33,75
04.01.2023;16:45;17:00;16.328,75;4.011;64
04.01.2023;17:00;17:15;16.509,25;4.167;27,25
04.01.2023;17:15;17:30;16.655;4.187;42,75
04.01.2023;17:30;17:45;16.700,75;4.206,5;54,5
04.01.2023;17:45;18:00;16.741,75;4.273,75;39
04.01.2023;18:00;18:15;16.691;4.233,25;103
04.01.2023;18:15;18:30;16.614;4.247,25;112,25
04.01.2023;18:30;18:45;16.542,5;4.125;82
04.01.2023;18:45;19:00;16.354,75;3.970,5;115,5
04.01.2023;19:00;19:15;16.305,25;3.920,75;192,75
04.01.2023;19:15;19:30;16.104,75;3.715;245,5
04.01.2023;19:30;19:45;15.964,5;3.564;253,25
04.01.2023;19:45;20:00;15.805;3.437,5;403,75
04.01.2023;20:00;20:15;15.556;3.223,75;362
04.01.2023;20:15;20:30;15.268,75;2.905,25;395,25
04.01.2023;20:30;20:45;14.987,75;2.670,25;581
04.01.2023;20:45;21:00;14.745,25;2.460,75;745,25
04.01.2023;21:00;21:15;14.634;2.310;812,25
04.01.2023;21:15;21:30;14.452;2.150;881,5
04.01.2023;21:30;21:45;14.253,5;1.925,75;1.135,25
04.01.2023;21:45;22:00;14.108,75;1.823,5;1.322,75
04.01.2023;22:00;22:15;13.925,5;1.957;933,75
04.01.2023;22:15;22:30;13.800,25;1.805,25;1.073
04.01.2023;22:30;22:45;13.637,5;1.605,25;1.368,75
04.01.2023;22:45;23:00;13.413,5;1.408,5;1.664,5
04.01.2023;23:00;23:15;13.172,5;1.268,25;1.400
04.01.2023;23:15;23:30;13.022,25;1.232,25;1.586,75
04.01.2023;23:30;23:45;12.877,25;1.205,5;1.768,5
04.01.2023;23:45;00:00;12.544,75;960,5;1.848,75
05.01.2023;00:00;00:15;11.975,25;1.065;1.661
05.01.2023;00:15;00:30;11.796,75;1.281,25;1.612,25
05.01.2023;00:30;00:45;11.649;1.411;1.600,75
05.01.2023;00:45;01:00;11.482,5;1.437,25;1.615
05.01.2023;01:00;01:15;11.322;1.290;1.505,25
05.01.2023;01:15;01:30;11.248;1.167,75;1.624,75
05.01.2023;01:30;01:45;11.128,5;1.085,75;1.633,5
05.01.2023;01:45;02:00;11.102,75;1.158,75;1.672,25
05.01.2023;02:00;02:15;11.178;1.363,75;1.767,75
05.01.2023;02:15;02:30;11.166,5;1.367,75;1.788,25
05.01.2023;02:30;02:45;11.252,5;1.287,25;1.941,75
05.01.2023;02:45;03:00;11.265,5;1.324;1.953,75
05.01.2023;03:00;03:15;11.300,5;1.488;1.942,5
05.01.2023;03:15;03:30;11.287,25;1.468,25;1.946
05.01.2023;03:30;03:45;11.306,75;1.443,75;2.003,75
05.01.2023;03:45;04:00;11.358;1.533,5;1.996
05.01.2023;04:00;04:15;11.466,5;1.512,75;1.924,75
05.01.2023;04:15;04:30;11.509,5;1.354,25;1.833,25
05.01.2023;04:30;04:45;11.608,5;1.321,25;1.852,75
05.01.2023;04:45;05:00;11.748,25;1.360;1.804,25
05.01.2023;05:00;05:15;11.881,5;1.197,75;1.622,75
05.01.2023;05:15;05:30;11.981,75;1.219,75;1.525,75
05.01.2023;05:30;05:45;12.133,5;1.430,5;1.125,75
05.01.2023;05:45;06:00;12.432;1.716,5;953,25
05.01.2023;06:00;06:15;12.862,25;2.199,75;727,25
05.01.2023;06:15;06:30;13.149;2.371,25;465,25
05.01.2023;06:30;06:45;13.424,5;2.634,25;338
05.01.2023;06:45;07:00;13.751,5;2.994,25;220,5
05.01.2023;07:00;07:15;14.423,25;3.735,75;421,75
05.01.2023;07:15;07:30;14.682;3.968,25;332,75
05.01.2023;07:30;07:45;14.922,5;4.199,5;219,5
05.01.2023;07:45;08:00;15.116,25;4.502,75;134
05.01.2023;08:00;08:15;15.377,5;4.755,25;181,75
05.01.2023;08:15;08:30;15.251;4.817,75;39,5
05.01.2023;08:30;08:45;15.251,75;5.060,25;16,25
05.01.2023;08:45;09:00;15.332,25;5.345,25;12,5
05.01.2023;09:00;09:15;15.450;5.402,75;7,75
05.01.2023;09:15;09:30;15.472,75;5.527,75;7,25
05.01.2023;09:30;09:45;15.446,25;5.654,5;23,25
05.01.2023;09:45;10:00;15.483;5.781,25;12
05.01.2023;10:00;10:15;15.519;5.952;6,25
05.01.2023;10:15;10:30;15.574,75;5.971,75;5,5
05.01.2023;10:30;10:45;15.564;5.950,5;4,5
05.01.2023;10:45;11:00;15.651;6.026,5;5,25
05.01.2023;11:00;11:15;15.808,25;6.179,75;13
05.01.2023;11:15;11:30;15.888;6.232,25;36
05.01.2023;11:30;11:45;16.035,5;6.436;21,25
05.01.2023;11:45;12:00;16.019,5;6.532,25;20,75
05.01.2023;12:00;12:15;16.060,5;6.592,5;22,75
05.01.2023;12:15;12:30;16.035,25;6.694,25;16
05.01.2023;12:30;12:45;15.997;6.897,5;20,5
05.01.2023;12:45;13:00;15.958,25;7.052;9
05.01.2023;13:00;13:15;15.824,5;7.105;19
05.01.2023;13:15;13:30;15.651;7.276,75;26
05.01.2023;13:30;13:45;15.460,25;7.501;21,25
05.01.2023;13:45;14:00;15.270,25;7.642,5;7,25
05.01.2023;14:00;14:15;15.200,75;7.922,5;55,5
05.01.2023;14:15;14:30;15.207,25;8.272,25;60,25
05.01.2023;14:30;14:45;15.199,25;8.637,5;26,5
05.01.2023;14:45;15:00;15.135,75;8.913,25;24,75
05.01.2023;15:00;15:15;15.130;9.256,5;90,25
05.01.2023;15:15;15:30;14.958,5;9.414,75;89
05.01.2023;15:30;15:45;14.865,75;9.722;60,5
05.01.2023;15:45;16:00;14.781;9.962;34,25
05.01.2023;16:00;16:15;14.838,25;10.280,5;91,75
05.01.2023;16:15;16:30;14.900;10.584,75;50,25
05.01.2023;16:30;16:45;15.022;10.897,5;63,75
05.01.2023;16:45;17:00;15.138,25;11.143,5;41
05.01.2023;17:00;17:15;15.338;11.476,75;29
05.01.2023;17:15;17:30;15.487,25;11.681,5;9,5
05.01.2023;17:30;17:45;15.541,75;11.783,25;18,5
05.01.2023;17:45;18:00;15.573;11.884;37,75
05.01.2023;18:00;18:15;15.519,5;11.960,75;10,75
05.01.2023;18:15;18:30;15.436,25;11.986,5;13,25
05.01.2023;18:30;18:45;15.365;12.012;12,75
05.01.2023;18:45;19:00;15.295,5;11.989,25;9,5
05.01.2023;19:00;19:15;15.114,75;11.816;37,75
