Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
02.01.2015;02:00;02:15;10.500,25;4.460,25;499,25
02.01.2015;02:15;02:30;10.450,5;4.432;488,75
02.01.2015;02:30;02:45;10.405,25;4.349,25;506,25
02.01.2015;02:45;03:00;10.379,5;4.246;469,5
02.01.2015;03:00;03:15;10.382,75;4.196,25;417,5
02.01.2015;03:15;03:30;10.400;4.190;430
02.01.2015;03:30;03:45;10.433;4.171;478,25
02.01.2015;03:45;04:00;10.441;4.066;523,75
02.01.2015;04:00;04:15;10.548,75;4.170,25;583
02.01.2015;04:15;04:30;10.567;4.157,5;590,25
02.01.2015;04:30;04:45;10.651,5;4.188,5;575,25
02.01.2015;04:45;05:00;10.701,25;4.231,25;571,25
02.01.2015;05:00;05:15;10.874;4.336;633,25
02.01.2015;05:15;05:30;10.882,75;4.311,25;798
02.01.2015;05:30;05:45;10.978,75;4.411,5;930
02.01.2015;05:45;06:00;11.128,25;4.633;810,5
02.01.2015;06:00;06:15;11.254;4.654,5;739,25
02.01.2015;06:15;06:30;11.425,75;4.809;621
02.01.2015;06:30;06:45;11.683,25;5.042,25;481,25
02.01.2015;06:45;07:00;11.955,75;5.457,5;291,5
02.01.2015;07:00;07:15;12.276;5.739,75;317,75
02.01.2015;07:15;07:30;12.463,5;5.904,5;246,75
02.01.2015;07:30;07:45;12.758,5;6.206;161,5
02.01.2015;07:45;08:00;13.081,25;6.536,25;165,5
02.01.2015;08:00;08:15;13.319,25;6.728;208
02.01.2015;08:15;08:30;13.567,5;6.889,75;164,75
02.01.2015;08:30;08:45;13.760;7.029,75;116
02.01.2015;08:45;09:00;13.936,5;7.308;83,5
02.01.2015;09:00;09:15;14.208,25;7.581,75;117
02.01.2015;09:15;09:30;14.364,75;7.752,25;92,75
02.01.2015;09:30;09:45;14.520;8.051,25;5,25
02.01.2015;09:45;10:00;14.620,25;8.141,25;21,25
02.01.2015;10:00;10:15;14.816,25;8.271,75;48,25
02.01.2015;10:15;10:30;14.878,25;8.354,25;47
02.01.2015;10:30;10:45;15.011,5;8.429,75;25,75
02.01.2015;10:45;11:00;15.024,75;8.366,75;37,25
02.01.2015;11:00;11:15;15.166;8.469;114,25
02.01.2015;11:15;11:30;15.293,75;8.560;7
02.01.2015;11:30;11:45;15.374,25;8.571,25;5,75
02.01.2015;11:45;12:00;15.477,5;8.638,5;3,75
02.01.2015;12:00;12:15;15.472,75;8.626;2,75
02.01.2015;12:15;12:30;15.403,25;8.576,25;2,5
02.01.2015;12:30;12:45;15.369,5;8.527;109,75
02.01.2015;12:45;13:00;15.258,25;8.406,5;48
02.01.2015;13:00;13:15;15.249,5;8.366,75;30,25
02.01.2015;13:15;13:30;15.167,75;8.214;39,25
02.01.2015;13:30;13:45;15.079,5;8.150,5;48,25
02.01.2015;13:45;14:00;14.983,75;8.055,75;97
02.01.2015;14:00;14:15;14.919;8.103,75;74,75
02.01.2015;14:15;14:30;14.844,25;8.142;99,5
02.01.2015;14:30;14:45;14.786,75;8.177;106,75
02.01.2015;14:45;15:00;14.704,25;8.182;217,75
02.01.2015;15:00;15:15;14.703,75;8.185,75;132,75
02.01.2015;15:15;15:30;14.643,75;8.267;154,75
02.01.2015;15:30;15:45;14.591;8.271;185,25
02.01.2015;15:45;16:00;14.614;8.330,25;177,5
02.01.2015;16:00;16:15;14.668;8.374;457,25
02.01.2015;16:15;16:30;14.860,5;8.630,25;285
02.01.2015;16:30;16:45;15.077,75;8.927,75;183,75
02.01.2015;16:45;17:00;15.304;9.213,75;72
02.01.2015;17:00;17:15;15.627,75;9.571;93
02.01.2015;17:15;17:30;15.731,5;9.697;97,25
02.01.2015;17:30;17:45;15.778,5;9.706,75;124,25
02.01.2015;17:45;18:00;15.822,5;9.684;153
02.01.2015;18:00;18:15;15.858,25;9.633,5;169,5
02.01.2015;18:15;18:30;15.847;9.592,25;106,75
02.01.2015;18:30;18:45;15.802,5;9.529,75;112,25
02.01.2015;18:45;19:00;15.751;9.493;116,25
02.01.2015;19:00;19:15;15.634,25;9.385,25;80,25
02.01.2015;19:15;19:30;15.454,25;9.259,75;94,75
02.01.2015;19:30;19:45;15.295,25;9.101,5;163
02.01.2015;19:45;20:00;15.165,25;9.019,75;169,25
02.01.2015;20:00;20:15;14.852,75;8.717,75;95,75
02.01.2015;20:15;20:30;14.523;8.450,5;96,5
02.01.2015;20:30;20:45;14.283,5;8.270,25;98,5
02.01.2015;20:45;21:00;14.060,25;8.002,5;157,25
02.01.2015;21:00;21:15;13.915,25;7.855,25;230
02.01.2015;21:15;21:30;13.828,25;7.741,25;226,75
02.01.2015;21:30;21:45;13.744;7.667;271,5
02.01.2015;21:45;22:00;13.720,5;7.578,25;294
02.01.2015;22:00;22:15;13.821,5;7.773,75;173
02.01.2015;22:15;22:30;13.698,25;7.581,75;238,5
02.01.2015;22:30;22:45;13.506;7.332,75;352
02.01.2015;22:45;23:00;12.522,5;6.314,75;546,75
02.01.2015;23:00;23:15;12.314,25;6.120,5;366,25
02.01.2015;23:15;23:30;12.086,75;5.895;430
02.01.2015;23:30;23:45;11.875,25;5.738,5;420,75
02.01.2015;23:45;00:00;11.601,25;5.497,5;633,5
03.01.2015;00:00;00:15;11.373;5.309,25;451,25
03.01.2015;00:15;00:30;11.102;5.087;450
03.01.2015;00:30;00:45;10.951,25;4.931,75;752
03.01.2015;00:45;01:00;10.792,75;4.815,25;876,75
03.01.2015;01:00;01:15;10.691,75;4.792,25;706,75
03.01.2015;01:15;01:30;10.512,5;4.672;657,5
03.01.2015;01:30;01:45;10.404,25;4.588,75;623,25
03.01.2015;01:45;02:00;10.320,75;4.599,5;657,75
03.01.2015;02:00;02:15;10.248;4.586,25;587,25
03.01.2015;02:15;02:30;10.122,5;4.524;568
03.01.2015;02:30;02:45;10.090,75;4.642,5;485,75
03.01.2015;02:45;03:00;10.078,25;4.669,5;452,25
03.01.2015;03:00;03:15;10.067;4.725,25;420,25
03.01.2015;03:15;03:30;10.047,75;4.814,5;434,5
03.01.2015;03:30;03:45;10.020;4.817;395,75
03.01.2015;03:45;04:00;10.082;4.942,5;337,25
03.01.2015;04:00;04:15;10.136;5.028,25;311,5
03.01.2015;04:15;04:30;10.099,5;5.052;361
03.01.2015;04:30;04:45;10.126,5;5.058,75;424
03.01.2015;04:45;05:00;10.149,75;5.082;539
03.01.2015;05:00;05:15;10.225,25;5.135,25;503,5
03.01.2015;05:15;05:30;10.161,25;5.045,25;612,5
03.01.2015;05:30;05:45;10.165,75;5.001,25;530,75
03.01.2015;05:45;06:00;10.369,75;5.232,5;478,5
03.01.2015;06:00;06:15;10.430;5.210,5;565,25
03.01.2015;06:15;06:30;10.462,5;5.142,25;537,25
03.01.2015;06:30;06:45;10.589,5;5.212;501,75
03.01.2015;06:45;07:00;10.718;5.308,75;482,5
03.01.2015;07:00;07:15;10.846;5.410;625
03.01.2015;07:15;07:30;11.051,5;5.606,75;478,75
03.01.2015;07:30;07:45;11.243,75;5.755,75;413
03.01.2015;07:45;08:00;11.454,25;5.877,25;517,25
03.01.2015;08:00;08:15;11.710,25;6.011,25;531,5
03.01.2015;08:15;08:30;11.862,75;6.100,25;502
03.01.2015;08:30;08:45;12.018,25;6.259;407
03.01.2015;08:45;09:00;12.257,25;6.424,5;254,75
03.01.2015;09:00;09:15;12.540,25;6.616,25;172,75
03.01.2015;09:15;09:30;12.670,5;6.676,5;184
03.01.2015;09:30;09:45;12.964;6.926,75;117
03.01.2015;09:45;10:00;13.160,25;7.088,5;103
03.01.2015;10:00;10:15;13.323;7.287,75;111,75
03.01.2015;10:15;10:30;13.462;7.433,25;108,5
03.01.2015;10:30;10:45;13.545,5;7.417,75;120,75
03.01.2015;10:45;11:00;13.649,5;7.465,75;128,75
03.01.2015;11:00;11:15;13.791,5;7.551,5;205,75
03.01.2015;11:15;11:30;13.937,5;7.683,75;199,25
03.01.2015;11:30;11:45;14.098,5;7.851,5;129,5
03.01.2015;11:45;12:00;14.191,75;8.002,75;102,5
03.01.2015;12:00;12:15;13.887,5;7.727,25;87,75
03.01.2015;12:15;12:30;13.884;7.707,5;54,25
03.01.2015;12:30;12:45;14.143;8.045,25;58,25
03.01.2015;12:45;13:00;14.107,75;8.096,25;44,5
03.01.2015;13:00;13:15;14.106,5;8.261,5;39,25
03.01.2015;13:15;13:30;13.995,25;8.330,5;25,5
03.01.2015;13:30;13:45;13.950,5;8.463,75;5
03.01.2015;13:45;14:00;13.846;8.513,75;3,25
03.01.2015;14:00;14:15;13.804;8.600,75;18,75
03.01.2015;14:15;14:30;13.763;8.693,75;3,25
03.01.2015;14:30;14:45;13.748,25;8.798;1,75
03.01.2015;14:45;15:00;13.680,75;8.853,25;3,5
03.01.2015;15:00;15:15;13.702,5;9.059,5;37
03.01.2015;15:15;15:30;13.676,75;9.167,25;15,5
03.01.2015;15:30;15:45;13.729,75;9.415,5;0,25
03.01.2015;15:45;16:00;13.760,75;9.565,5;1,75
03.01.2015;16:00;16:15;13.856,75;9.695,5;114,5
03.01.2015;16:15;16:30;14.186,5;10.088,75;69,25
03.01.2015;16:30;16:45;14.410,25;10.457,25;40
03.01.2015;16:45;17:00;14.668,5;10.821,5;54,5
03.01.2015;17:00;17:15;14.952;11.115,25;61,25
03.01.2015;17:15;17:30;15.022,5;11.175;99,5
03.01.2015;17:30;17:45;15.144,25;11.288,75;73,25
03.01.2015;17:45;18:00;15.158;11.320;70
03.01.2015;18:00;18:15;15.238,25;11.480;55,75
03.01.2015;18:15;18:30;15.215,5;11.568,5;70
03.01.2015;18:30;18:45;15.140,25;11.594,75;51,5
03.01.2015;18:45;19:00;15.032,75;11.534,5;54,75
03.01.2015;19:00;19:15;14.924,75;11.597,25;38
03.01.2015;19:15;19:30;14.993,25;11.747,5;41,25
03.01.2015;19:30;19:45;14.724;11.600,75;111,75
03.01.2015;19:45;20:00;14.643,25;11.393,5;177
03.01.2015;20:00;20:15;14.292,5;10.974,25;56
03.01.2015;20:15;20:30;13.948,5;10.538,25;105,75
03.01.2015;20:30;20:45;13.604,25;10.082;201
03.01.2015;20:45;21:00;13.422;9.802,25;262,75
03.01.2015;21:00;21:15;13.240;9.578,5;162
03.01.2015;21:15;21:30;13.201,75;9.410;143,75
03.01.2015;21:30;21:45;13.139,75;9.297;191,75
03.01.2015;21:45;22:00;13.140,25;9.220;222,25
03.01.2015;22:00;22:15;13.209;9.394,5;105,25
03.01.2015;22:15;22:30;13.252,25;9.273,75;120
03.01.2015;22:30;22:45;13.087;9.084,25;117
03.01.2015;22:45;23:00;12.816,5;8.801,25;189
03.01.2015;23:00;23:15;12.579,5;8.498,25;189,5
03.01.2015;23:15;23:30;12.519,75;8.186;263,75
03.01.2015;23:30;23:45;12.269,75;7.865;312,5
03.01.2015;23:45;00:00;12.173,25;7.655,75;353,75
04.01.2015;00:00;00:15;11.845;7.392;134
04.01.2015;00:15;00:30;11.656,5;7.230,5;121,75
04.01.2015;00:30;00:45;11.540,25;7.090,75;188,25
04.01.2015;00:45;01:00;11.384,25;6.848,25;318,5
04.01.2015;01:00;01:15;10.715,25;6.102;409,75
04.01.2015;01:15;01:30;10.618,5;5.962,5;444,5
04.01.2015;01:30;01:45;10.503;5.712,25;486,75
04.01.2015;01:45;02:00;10.431,75;5.755,5;496,75
04.01.2015;02:00;02:15;10.297,5;5.672;471,5
04.01.2015;02:15;02:30;10.228,75;5.556,5;527,25
04.01.2015;02:30;02:45;10.176,75;5.382,75;621,5
04.01.2015;02:45;03:00;10.132;5.325,75;727,25
04.01.2015;03:00;03:15;10.070,5;5.305,25;575,75
04.01.2015;03:15;03:30;10.040,25;5.301,25;544
04.01.2015;03:30;03:45;10.043,25;5.345,25;541,5
04.01.2015;03:45;04:00;10.059,75;5.296,25;539,5
04.01.2015;04:00;04:15;10.087;5.294;568,25
04.01.2015;04:15;04:30;10.056,5;5.289,5;619,25
04.01.2015;04:30;04:45;10.081,25;5.292,75;570,25
04.01.2015;04:45;05:00;10.103,75;5.354;567,75
04.01.2015;05:00;05:15;10.104;5.362,5;284
04.01.2015;05:15;05:30;10.011,5;5.307;580,25
04.01.2015;05:30;05:45;9.957,5;5.272;522,25
04.01.2015;05:45;06:00;9.826,25;5.207,75;517,5
04.01.2015;06:00;06:15;9.656,75;5.036,75;588,75
04.01.2015;06:15;06:30;9.671,75;5.049,75;571,25
04.01.2015;06:30;06:45;9.980,5;5.337,5;532,5
04.01.2015;06:45;07:00;10.007,25;5.265,75;513,75
04.01.2015;07:00;07:15;10.138;5.485,25;586
04.01.2015;07:15;07:30;10.239,75;5.779,5;540,75
04.01.2015;07:30;07:45;10.637,5;6.236,25;355,75
04.01.2015;07:45;08:00;10.804,75;6.324;300,25
04.01.2015;08:00;08:15;10.937;6.479,25;287,75
04.01.2015;08:15;08:30;11.062,75;6.596,5;328,5
04.01.2015;08:30;08:45;11.253,25;6.655,5;271,75
04.01.2015;08:45;09:00;11.400,25;6.902,75;164
04.01.2015;09:00;09:15;11.658,5;7.205,5;121,75
04.01.2015;09:15;09:30;11.873,25;7.385,75;136,75
04.01.2015;09:30;09:45;12.058,25;7.500;144,75
04.01.2015;09:45;10:00;12.268,5;7.544,75;144,5
04.01.2015;10:00;10:15;12.516;7.680;102
04.01.2015;10:15;10:30;12.719,25;7.868;80,75
04.01.2015;10:30;10:45;12.896,5;7.992,25;82,25
04.01.2015;10:45;11:00;13.086,75;8.085,5;37
04.01.2015;11:00;11:15;13.334,5;8.208;24,5
04.01.2015;11:15;11:30;13.613,25;8.419,25;18
04.01.2015;11:30;11:45;13.769,5;8.467,25;27,25
04.01.2015;11:45;12:00;13.782,5;8.349,75;27
04.01.2015;12:00;12:15;13.765,75;8.384;86
04.01.2015;12:15;12:30;13.749,25;8.335,5;69
04.01.2015;12:30;12:45;13.714,75;8.387;61,25
04.01.2015;12:45;13:00;13.584,25;8.279,75;278,75
04.01.2015;13:00;13:15;13.490;8.185,25;175
04.01.2015;13:15;13:30;13.359,75;8.154;245,75
04.01.2015;13:30;13:45;13.278,25;8.160;235,5
04.01.2015;13:45;14:00;13.133,75;8.111,5;215,5
04.01.2015;14:00;14:15;13.047,5;8.191,75;168,25
04.01.2015;14:15;14:30;12.897,5;8.177,5;115,75
04.01.2015;14:30;14:45;12.800,75;8.249,25;94
04.01.2015;14:45;15:00;12.773;8.360,5;120,5
04.01.2015;15:00;15:15;12.825,75;8.588,25;5
04.01.2015;15:15;15:30;12.746,75;8.671,75;31,75
04.01.2015;15:30;15:45;12.745,5;8.836;33
04.01.2015;15:45;16:00;12.794,5;8.980,5;49,25
04.01.2015;16:00;16:15;12.889,5;9.174,75;35,5
04.01.2015;16:15;16:30;13.073,5;9.453,75;0,75
04.01.2015;16:30;16:45;13.402,75;9.930,75;0,5
04.01.2015;16:45;17:00;13.778,5;10.341;0,75
04.01.2015;17:00;17:15;14.187,5;10.731,5;0,5
04.01.2015;17:15;17:30;14.382,25;10.962,75;0,75
04.01.2015;17:30;17:45;14.487,5;11.073,25;0,5
04.01.2015;17:45;18:00;14.563,25;11.138,5;2
04.01.2015;18:00;18:15;14.712,25;11.290,5;10
04.01.2015;18:15;18:30;14.715,5;11.308;8,25
04.01.2015;18:30;18:45;14.668,25;11.233,5;24,5
04.01.2015;18:45;19:00;14.622;11.136;27
04.01.2015;19:00;19:15;14.468,75;10.949,25;70,5
04.01.2015;19:15;19:30;14.338,5;10.772;126,25
04.01.2015;19:30;19:45;14.296;10.711,75;170,75
04.01.2015;19:45;20:00;14.168,75;10.588,5;209,5
04.01.2015;20:00;20:15;13.959,75;10.410,75;118
04.01.2015;20:15;20:30;13.777;10.183;172,25
04.01.2015;20:30;20:45;13.556,25;10.054,25;270,75
04.01.2015;20:45;21:00;13.410;9.923;338,5
04.01.2015;21:00;21:15;13.325,25;9.990,25;304,5
04.01.2015;21:15;21:30;13.330,5;10.045,5;302,25
04.01.2015;21:30;21:45;13.273,5;10.027,5;308
04.01.2015;21:45;22:00;13.289;10.085,5;301,25
04.01.2015;22:00;22:15;13.483,5;10.305,5;152
04.01.2015;22:15;22:30;13.374,5;10.276,75;127,75
04.01.2015;22:30;22:45;13.262,5;10.183,25;129,5
04.01.2015;22:45;23:00;13.009;9.906;340,25
04.01.2015;23:00;23:15;12.834;9.710;246
04.01.2015;23:15;23:30;12.591,5;9.482,25;331,75
04.01.2015;23:30;23:45;12.415,25;9.308,75;429
04.01.2015;23:45;00:00;12.205,5;9.092;532,25
05.01.2015;00:00;00:15;11.930,25;8.838,75;349,5
05.01.2015;00:15;00:30;11.758,25;8.686;534,5
05.01.2015;00:30;00:45;11.575,25;8.503,75;709,25
05.01.2015;00:45;01:00;11.404,25;8.318,5;836
05.01.2015;01:00;01:15;11.294,25;8.221,5;727,75
05.01.2015;01:15;01:30;11.176,75;8.115,75;707,75
05.01.2015;01:30;01:45;11.109,75;8.033,5;669,5
05.01.2015;01:45;02:00;11.046,25;7.976,75;718
05.01.2015;02:00;02:15;10.975,25;7.856,75;810,75
05.01.2015;02:15;02:30;10.921,75;7.775,25;838,75
05.01.2015;02:30;02:45;10.874;7.671;990,5
05.01.2015;02:45;03:00;10.864,5;7.672,25;989,75
05.01.2015;03:00;03:15;10.898,75;7.700,75;795,5
05.01.2015;03:15;03:30;10.893,5;7.717,5;809,5
05.01.2015;03:30;03:45;10.914,25;7.731,25;874,5
05.01.2015;03:45;04:00;10.976,75;7.770,75;958,5
05.01.2015;04:00;04:15;11.045;7.762,25;999,5
05.01.2015;04:15;04:30;11.154,75;7.801,25;988,5
05.01.2015;04:30;04:45;11.308,5;7.932,5;930,5
05.01.2015;04:45;05:00;11.461;7.926,25;866,5
05.01.2015;05:00;05:15;11.790,5;8.169;831,25
05.01.2015;05:15;05:30;11.937,75;8.217,5;649,75
05.01.2015;05:30;05:45;12.156,5;8.395;572,5
05.01.2015;05:45;06:00;12.452,25;8.702,75;540,25
05.01.2015;06:00;06:15;12.908;9.146,5;531
05.01.2015;06:15;06:30;13.343,75;9.507,25;377,25
05.01.2015;06:30;06:45;13.772,25;9.877,25;315
05.01.2015;06:45;07:00;14.183;10.266,75;231,25
05.01.2015;07:00;07:15;14.601,5;10.791;316,5
05.01.2015;07:15;07:30;14.942,75;11.113;178,75
05.01.2015;07:30;07:45;15.276,5;11.418,5;117,5
05.01.2015;07:45;08:00;15.566;11.750,75;123
05.01.2015;08:00;08:15;15.819,5;11.981,75;209,25
05.01.2015;08:15;08:30;15.902,25;12.066,75;127,25
05.01.2015;08:30;08:45;16.068,25;12.281,25;69,5
05.01.2015;08:45;09:00;16.134,25;12.312,25;95,5
05.01.2015;09:00;09:15;16.183,5;12.357;134,5
05.01.2015;09:15;09:30;16.252,25;12.386,75;92
05.01.2015;09:30;09:45;16.336;12.400,25;105,5
05.01.2015;09:45;10:00;16.385;12.344,5;200
05.01.2015;10:00;10:15;16.507,25;12.433,5;192,5
05.01.2015;10:15;10:30;16.566,5;12.399;173
05.01.2015;10:30;10:45;16.668,5;12.496;142,75
05.01.2015;10:45;11:00;16.727;12.512,75;135,5
05.01.2015;11:00;11:15;16.813,75;12.557,25;143,5
05.01.2015;11:15;11:30;16.903,75;12.615;212
05.01.2015;11:30;11:45;16.939,75;12.688,25;162
05.01.2015;11:45;12:00;16.945;12.662;169
05.01.2015;12:00;12:15;16.889;12.584,5;118,5
05.01.2015;12:15;12:30;16.925,5;12.627,5;115,25
05.01.2015;12:30;12:45;16.928,5;12.688,25;109,5
05.01.2015;12:45;13:00;16.893;12.748;90,5
05.01.2015;13:00;13:15;16.883,25;12.808,75;78
05.01.2015;13:15;13:30;16.747;12.764;133,25
05.01.2015;13:30;13:45;16.647;12.855,25;128,75
05.01.2015;13:45;14:00;16.524,75;12.913;111,25
05.01.2015;14:00;14:15;16.485,75;13.133,5;97,5
05.01.2015;14:15;14:30;16.455;13.335;93
05.01.2015;14:30;14:45;16.382;13.528,5;90,75
05.01.2015;14:45;15:00;16.362,75;13.726,25;53,25
05.01.2015;15:00;15:15;16.334,5;13.956,75;15,25
05.01.2015;15:15;15:30;16.279,75;14.181,5;15,25
05.01.2015;15:30;15:45;16.194,5;14.339,5;15
05.01.2015;15:45;16:00;16.153,25;14.492;15,75
05.01.2015;16:00;16:15;16.281,75;14.792,75;18,75
05.01.2015;16:15;16:30;16.406;15.061,5;37,5
05.01.2015;16:30;16:45;16.575,5;15.332,25;1
05.01.2015;16:45;17:00;16.829,5;15.631,25;1,25
05.01.2015;17:00;17:15;17.168,25;16.011;8,75
05.01.2015;17:15;17:30;17.430;16.274,25;1,25
05.01.2015;17:30;17:45;17.530,25;16.415,5;1
05.01.2015;17:45;18:00;17.613,75;16.534;0,75
05.01.2015;18:00;18:15;17.541,25;16.480;0,5
05.01.2015;18:15;18:30;17.473,75;16.416,75;0,75
05.01.2015;18:30;18:45;17.366,25;16.294;0,5
05.01.2015;18:45;19:00;17.338,75;16.293;0,75
05.01.2015;19:00;19:15;17.220,75;16.171,5;0,5
05.01.2015;19:15;19:30;17.077,25;16.078;0,75
05.01.2015;19:30;19:45;16.930,75;15.974,25;31,25
05.01.2015;19:45;20:00;16.733,25;15.814,5;77,25
05.01.2015;20:00;20:15;16.343,25;15.484,25;0,5
05.01.2015;20:15;20:30;16.029,25;15.213,75;1,75
05.01.2015;20:30;20:45;15.746,5;14.977,25;66,25
05.01.2015;20:45;21:00;15.517,5;14.775,5;98,25
05.01.2015;21:00;21:15;15.393,75;14.693,5;28
