Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2019;19:30;19:45;13.361,75;3.792,25;227,75
01.01.2019;19:45;20:00;13.204,25;3.639;275,5
01.01.2019;20:00;20:15;13.050,5;3.470,5;99,25
01.01.2019;20:15;20:30;12.932;3.398;146
01.01.2019;20:30;20:45;12.762,75;3.214;189
01.01.2019;20:45;21:00;12.604,5;3.138,5;205,25
01.01.2019;21:00;21:15;12.536;3.079,25;354,25
01.01.2019;21:15;21:30;12.447,5;2.981,5;436,25
01.01.2019;21:30;21:45;12.398,75;2.979;484
01.01.2019;21:45;22:00;12.353,75;2.977;629,75
01.01.2019;22:00;22:15;12.416,5;3.324,5;454,5
01.01.2019;22:15;22:30;12.252,5;3.082,75;458
01.01.2019;22:30;22:45;12.121,25;2.957,75;449,75
01.01.2019;22:45;23:00;11.948,75;2.697,5;532,25
01.01.2019;23:00;23:15;11.774,75;2.569,75;609,5
01.01.2019;23:15;23:30;11.595;2.362,5;900,25
01.01.2019;23:30;23:45;11.355,5;2.305,25;897,5
01.01.2019;23:45;00:00;11.230,75;2.151,75;1.073,5
02.01.2019;00:00;00:15;11.162,75;2.247;1.291
02.01.2019;00:15;00:30;11.011,25;2.251,75;1.350
02.01.2019;00:30;00:45;10.862,5;2.148,25;1.435,5
02.01.2019;00:45;01:00;10.790,75;2.187,25;1.479,5
02.01.2019;01:00;01:15;10.719;2.263,75;1.183
02.01.2019;01:15;01:30;10.568;2.010,25;1.425
02.01.2019;01:30;01:45;10.536,5;2.000,5;1.290,25
02.01.2019;01:45;02:00;10.500,5;1.977,75;1.378
02.01.2019;02:00;02:15;10.533,5;2.137,75;1.182,25
02.01.2019;02:15;02:30;10.489,5;2.073,75;1.322,75
02.01.2019;02:30;02:45;10.464;2.067,5;1.233,5
02.01.2019;02:45;03:00;10.450,25;2.127,25;1.086,5
02.01.2019;03:00;03:15;10.474,75;2.212;1.023,75
02.01.2019;03:15;03:30;10.559;2.316;1.052
02.01.2019;03:30;03:45;10.664;2.438,5;998
02.01.2019;03:45;04:00;10.730;2.510;911,5
02.01.2019;04:00;04:15;10.781,25;2.502;989,5
02.01.2019;04:15;04:30;10.864,5;2.557;927,5
02.01.2019;04:30;04:45;11.031,75;2.689;824,75
02.01.2019;04:45;05:00;11.178;2.885,75;792,25
02.01.2019;05:00;05:15;11.367,5;2.981,75;745
02.01.2019;05:15;05:30;11.511,25;3.088,5;631,25
02.01.2019;05:30;05:45;11.840,25;3.279;554,75
02.01.2019;05:45;06:00;12.211,5;3.578,25;519,5
02.01.2019;06:00;06:15;12.622;3.869,75;562,5
02.01.2019;06:15;06:30;13.030,5;4.218,25;595,75
02.01.2019;06:30;06:45;13.351,5;4.514,25;386,75
02.01.2019;06:45;07:00;13.711,5;4.866,5;202,5
02.01.2019;07:00;07:15;14.143,25;5.219,5;206
02.01.2019;07:15;07:30;14.426,25;5.507,25;237,75
02.01.2019;07:30;07:45;14.678,5;5.817;151
02.01.2019;07:45;08:00;14.921;6.165,25;14,75
02.01.2019;08:00;08:15;15.220;6.540,25;4,25
02.01.2019;08:15;08:30;15.282,25;6.695;44
02.01.2019;08:30;08:45;15.453,25;6.878;4
02.01.2019;08:45;09:00;15.559,25;6.996,75;1,75
02.01.2019;09:00;09:15;15.731;7.135,75;40
02.01.2019;09:15;09:30;15.772,75;7.159,75;234,25
02.01.2019;09:30;09:45;15.917;7.254,5;122,25
02.01.2019;09:45;10:00;16.009;7.236,75;196,5
02.01.2019;10:00;10:15;16.064,5;7.122,25;87,5
02.01.2019;10:15;10:30;16.072,25;6.968,75;108,25
02.01.2019;10:30;10:45;16.139,5;6.895,25;151,25
02.01.2019;10:45;11:00;16.195,25;6.883,25;185,5
02.01.2019;11:00;11:15;16.285,5;6.769,5;177
02.01.2019;11:15;11:30;16.408,75;6.775,5;187,25
02.01.2019;11:30;11:45;16.551,75;6.822,75;265,75
02.01.2019;11:45;12:00;16.544;6.784,5;369,25
02.01.2019;12:00;12:15;16.569,25;6.736,75;425,25
02.01.2019;12:15;12:30;16.523,25;6.676,75;496,5
02.01.2019;12:30;12:45;16.499,25;6.663,75;392,25
02.01.2019;12:45;13:00;16.458,5;6.668,5;373,75
02.01.2019;13:00;13:15;16.463;6.752,5;194
02.01.2019;13:15;13:30;16.376;6.789;150
02.01.2019;13:30;13:45;16.326,5;6.881;159
02.01.2019;13:45;14:00;16.151;6.991;141
02.01.2019;14:00;14:15;16.132,75;7.194,75;194,25
02.01.2019;14:15;14:30;16.064,75;7.432,75;196,25
02.01.2019;14:30;14:45;16.009;7.703;60,5
02.01.2019;14:45;15:00;15.907,25;7.910,75;33,5
02.01.2019;15:00;15:15;16.061;8.457,75;55,25
02.01.2019;15:15;15:30;16.008;8.788,5;83,25
02.01.2019;15:30;15:45;15.963,5;8.883,5;81,5
02.01.2019;15:45;16:00;15.936;9.041,75;103,5
02.01.2019;16:00;16:15;16.076,5;9.456,25;175,75
02.01.2019;16:15;16:30;16.104;9.641,75;171
02.01.2019;16:30;16:45;16.354,75;10.037;76,25
02.01.2019;16:45;17:00;16.651,25;10.337,75;42,5
02.01.2019;17:00;17:15;16.959,75;10.649,25;172,75
02.01.2019;17:15;17:30;17.129,25;10.898,25;105,5
02.01.2019;17:30;17:45;17.159;11.087,5;102,5
02.01.2019;17:45;18:00;17.192;11.254,5;56,5
02.01.2019;18:00;18:15;17.104,75;11.272,25;94
02.01.2019;18:15;18:30;17.028,75;11.273,25;105,25
02.01.2019;18:30;18:45;17.011,5;11.384,75;71,25
02.01.2019;18:45;19:00;16.968,75;11.451,25;65
02.01.2019;19:00;19:15;16.917,75;11.549,5;57,25
02.01.2019;19:15;19:30;16.688,5;11.387;73,75
02.01.2019;19:30;19:45;16.498,25;11.326;96
02.01.2019;19:45;20:00;16.334;11.272,25;109
02.01.2019;20:00;20:15;16.046,75;11.098,75;20,5
02.01.2019;20:15;20:30;15.796,25;10.967,5;67
02.01.2019;20:30;20:45;15.524,75;10.758,5;135,75
02.01.2019;20:45;21:00;15.332,5;10.638;191,5
02.01.2019;21:00;21:15;15.096,75;10.531,25;178,5
02.01.2019;21:15;21:30;14.948,25;10.480;199
02.01.2019;21:30;21:45;14.801,5;10.368;207
02.01.2019;21:45;22:00;14.695,75;10.320,5;237,75
02.01.2019;22:00;22:15;14.728,5;10.427,5;103,25
02.01.2019;22:15;22:30;14.543,5;10.362;104,75
02.01.2019;22:30;22:45;14.297,5;10.139;118,75
02.01.2019;22:45;23:00;14.061,5;10.060,75;136,25
02.01.2019;23:00;23:15;13.887,75;9.949,5;223,5
02.01.2019;23:15;23:30;13.609,5;9.766,5;220
02.01.2019;23:30;23:45;13.339,75;9.525,5;248,75
02.01.2019;23:45;00:00;13.124,75;9.306,25;291,5
03.01.2019;00:00;00:15;12.895,25;9.072;473,75
03.01.2019;00:15;00:30;12.850;9.017,75;533,25
03.01.2019;00:30;00:45;12.736,75;8.998,75;559,75
03.01.2019;00:45;01:00;12.534,5;8.812,75;708,75
03.01.2019;01:00;01:15;12.562,5;8.765,5;693
03.01.2019;01:15;01:30;12.516,75;8.699,25;763,5
03.01.2019;01:30;01:45;12.513;8.712,75;791
03.01.2019;01:45;02:00;12.449;8.695,75;911
03.01.2019;02:00;02:15;12.437,25;8.770,5;806
03.01.2019;02:15;02:30;12.421,5;8.700;936,75
03.01.2019;02:30;02:45;12.456,5;8.758,75;1.009,75
03.01.2019;02:45;03:00;12.442;8.813,5;1.064,25
03.01.2019;03:00;03:15;12.434,75;8.754,75;1.240,5
03.01.2019;03:15;03:30;12.376,5;8.592;1.339
03.01.2019;03:30;03:45;12.396;8.592,75;1.326,5
03.01.2019;03:45;04:00;12.448,75;8.569;1.365,5
03.01.2019;04:00;04:15;12.479,75;8.636,5;1.054,5
03.01.2019;04:15;04:30;12.540,75;8.613,75;1.091,5
03.01.2019;04:30;04:45;12.645,25;8.618;1.069,5
03.01.2019;04:45;05:00;12.766,25;8.699,75;1.013,75
03.01.2019;05:00;05:15;13.023,75;8.924,5;587
03.01.2019;05:15;05:30;13.104,25;8.979,75;616,5
03.01.2019;05:30;05:45;13.319,75;9.145,25;592,75
03.01.2019;05:45;06:00;13.600;9.453,25;534
03.01.2019;06:00;06:15;13.973,5;9.786,5;444,75
03.01.2019;06:15;06:30;14.299,5;10.100,25;275
03.01.2019;06:30;06:45;14.638,75;10.442,75;205,5
03.01.2019;06:45;07:00;14.933,25;10.800,5;150,5
03.01.2019;07:00;07:15;15.220;11.074,75;406,25
03.01.2019;07:15;07:30;15.429;11.201,75;406,75
03.01.2019;07:30;07:45;15.675,5;11.449,5;264
03.01.2019;07:45;08:00;15.901,5;11.711,75;103
03.01.2019;08:00;08:15;16.036,75;11.850,25;17,25
03.01.2019;08:15;08:30;16.146,25;11.942;1,75
03.01.2019;08:30;08:45;16.250,5;12.048;1
03.01.2019;08:45;09:00;16.367,75;12.117,25;20,25
03.01.2019;09:00;09:15;16.475,75;12.177,25;5
03.01.2019;09:15;09:30;16.508,5;12.202,5;1
03.01.2019;09:30;09:45;16.527,5;12.177,5;1,25
03.01.2019;09:45;10:00;16.576,25;12.318,5;1,75
03.01.2019;10:00;10:15;16.621,75;12.381,75;2,25
03.01.2019;10:15;10:30;16.637,25;12.394,25;2,5
03.01.2019;10:30;10:45;16.683,25;12.465,25;2,25
03.01.2019;10:45;11:00;16.731,5;12.588;2,25
03.01.2019;11:00;11:15;16.815,25;12.755,5;2
03.01.2019;11:15;11:30;16.903,5;12.849,75;2
03.01.2019;11:30;11:45;16.940,25;12.929;1,75
03.01.2019;11:45;12:00;16.908,25;13.009;1,75
03.01.2019;12:00;12:15;17.018,5;13.165,25;1,75
03.01.2019;12:15;12:30;16.952,5;13.185,75;2
03.01.2019;12:30;12:45;16.935;13.334,25;1,75
03.01.2019;12:45;13:00;16.897,25;13.376,75;1,75
03.01.2019;13:00;13:15;16.827,75;13.430,25;1,25
03.01.2019;13:15;13:30;16.699,5;13.414;1,25
03.01.2019;13:30;13:45;16.603,5;13.415,25;1,25
03.01.2019;13:45;14:00;16.502,25;13.429,75;17
03.01.2019;14:00;14:15;16.485,75;13.556,75;67
03.01.2019;14:15;14:30;16.412;13.619,75;56,75
03.01.2019;14:30;14:45;16.375,75;13.747,75;30
03.01.2019;14:45;15:00;16.301,5;13.809,5;21,75
03.01.2019;15:00;15:15;16.344,25;13.976,5;87,25
03.01.2019;15:15;15:30;16.236,75;13.950,25;89,75
03.01.2019;15:30;15:45;16.188,5;13.986,25;52,25
03.01.2019;15:45;16:00;16.241;14.041,75;36,75
03.01.2019;16:00;16:15;16.320,75;14.107,25;67,75
03.01.2019;16:15;16:30;16.441,75;14.191,25;26
03.01.2019;16:30;16:45;16.628,75;14.351;24,25
03.01.2019;16:45;17:00;16.918,25;14.568,5;0,25
03.01.2019;17:00;17:15;17.205,25;14.721,5;23,25
03.01.2019;17:15;17:30;17.337;14.783;0,25
03.01.2019;17:30;17:45;17.407,75;14.840,25;0,25
03.01.2019;17:45;18:00;17.425,25;14.831,5;0,25
03.01.2019;18:00;18:15;17.362,75;14.762,75;0
03.01.2019;18:15;18:30;17.294,5;14.667,75;0
03.01.2019;18:30;18:45;17.220;14.570,5;0
03.01.2019;18:45;19:00;17.177;14.512,25;0
03.01.2019;19:00;19:15;17.056,5;14.392,75;1
03.01.2019;19:15;19:30;16.847,5;14.199,25;34,25
03.01.2019;19:30;19:45;16.664;14.045,25;93,5
03.01.2019;19:45;20:00;16.549;13.967;190
03.01.2019;20:00;20:15;16.233,5;13.659,25;4,75
03.01.2019;20:15;20:30;15.926;13.345,5;52,25
03.01.2019;20:30;20:45;15.768,75;13.210;79,5
03.01.2019;20:45;21:00;15.556,25;12.973,25;127,25
03.01.2019;21:00;21:15;15.379,5;12.877,75;2,25
03.01.2019;21:15;21:30;15.248,75;12.836,25;1,75
03.01.2019;21:30;21:45;15.023,5;12.685,75;14,25
03.01.2019;21:45;22:00;14.938,5;12.652;18,25
03.01.2019;22:00;22:15;14.857,25;12.674;15,75
03.01.2019;22:15;22:30;14.688,5;12.540,75;35,5
03.01.2019;22:30;22:45;14.410,75;12.315,5;72,5
03.01.2019;22:45;23:00;14.278,25;12.223;74
03.01.2019;23:00;23:15;14.059,75;12.032,5;339
03.01.2019;23:15;23:30;13.793,25;11.772;265,5
03.01.2019;23:30;23:45;13.615;11.652,75;249
03.01.2019;23:45;00:00;13.480,5;11.544,75;301,25
04.01.2019;00:00;00:15;13.186;11.246,75;543,75
04.01.2019;00:15;00:30;13.024,75;11.074,25;419,25
04.01.2019;00:30;00:45;12.897,5;10.887,75;545,5
04.01.2019;00:45;01:00;12.761,25;10.643,25;721,25
04.01.2019;01:00;01:15;12.539,25;10.309,75;748,25
04.01.2019;01:15;01:30;12.480,25;10.165,25;758,5
04.01.2019;01:30;01:45;12.525;10.078;824,25
04.01.2019;01:45;02:00;12.491,75;9.939,5;908
04.01.2019;02:00;02:15;12.364,5;9.696,25;911
04.01.2019;02:15;02:30;12.331,5;9.554,75;1.076,5
04.01.2019;02:30;02:45;12.398,25;9.577,5;1.111
04.01.2019;02:45;03:00;12.430,75;9.518,75;1.229
04.01.2019;03:00;03:15;12.425,75;9.394;895,5
04.01.2019;03:15;03:30;12.448,25;9.259,25;956
04.01.2019;03:30;03:45;12.485,25;9.152,25;1.069
04.01.2019;03:45;04:00;12.591,75;9.095,5;1.168,75
04.01.2019;04:00;04:15;12.692,25;9.047,25;725,75
04.01.2019;04:15;04:30;12.700,25;9.070,25;660,25
04.01.2019;04:30;04:45;12.745,5;9.018,25;643,25
04.01.2019;04:45;05:00;12.905;9.062,25;560,25
04.01.2019;05:00;05:15;13.134;9.168,75;401,75
04.01.2019;05:15;05:30;13.185,25;9.132,25;387,75
04.01.2019;05:30;05:45;13.408,25;9.249;377,75
04.01.2019;05:45;06:00;13.651;9.406,25;198,5
04.01.2019;06:00;06:15;14.088;9.661;316,25
04.01.2019;06:15;06:30;14.437,25;10.011,75;132,25
04.01.2019;06:30;06:45;14.694;10.111,75;41
04.01.2019;06:45;07:00;15.072;10.357,75;48
04.01.2019;07:00;07:15;15.536,75;10.684,5;157,25
04.01.2019;07:15;07:30;15.805;10.815,5;138
04.01.2019;07:30;07:45;16.044,5;10.890,75;22,25
04.01.2019;07:45;08:00;16.239,75;10.952,25;12,25
04.01.2019;08:00;08:15;16.545,75;11.254;2
04.01.2019;08:15;08:30;16.684,75;11.376;0,5
04.01.2019;08:30;08:45;16.743,5;11.363;0,5
04.01.2019;08:45;09:00;16.847,5;11.388,5;6,25
04.01.2019;09:00;09:15;16.936,5;11.375,25;0,75
04.01.2019;09:15;09:30;17.077,25;11.405,75;2,75
04.01.2019;09:30;09:45;17.183,5;11.405,5;3
04.01.2019;09:45;10:00;17.153,25;11.300,75;9
04.01.2019;10:00;10:15;17.179,5;11.163,75;22,5
04.01.2019;10:15;10:30;17.220,75;11.061,5;10
04.01.2019;10:30;10:45;17.299,25;10.966,75;22,25
04.01.2019;10:45;11:00;17.366,5;10.899,5;25,75
04.01.2019;11:00;11:15;17.303;10.703,75;22,75
04.01.2019;11:15;11:30;17.387,75;10.658,75;30,75
04.01.2019;11:30;11:45;17.473;10.619;47
04.01.2019;11:45;12:00;17.534,75;10.584,25;36,5
04.01.2019;12:00;12:15;17.618,5;10.555,75;49,75
04.01.2019;12:15;12:30;17.567;10.429,75;111,75
04.01.2019;12:30;12:45;17.581,25;10.350;156,25
04.01.2019;12:45;13:00;17.501;10.141,75;200,5
04.01.2019;13:00;13:15;17.456;10.078,75;54,75
04.01.2019;13:15;13:30;17.312,75;9.967;29,75
04.01.2019;13:30;13:45;17.230;9.900,75;71
04.01.2019;13:45;14:00;17.056;9.797;94,25
04.01.2019;14:00;14:15;16.954,25;9.762,25;18,75
04.01.2019;14:15;14:30;16.842;9.719;17,5
04.01.2019;14:30;14:45;16.758,5;9.746;3,5
04.01.2019;14:45;15:00;16.690,5;9.741,5;3,75
04.01.2019;15:00;15:15;16.702,25;9.854;3,75
04.01.2019;15:15;15:30;16.639;9.857,5;3,5
04.01.2019;15:30;15:45;16.613;9.819;3,75
04.01.2019;15:45;16:00;16.603,5;9.793,75;4,25
04.01.2019;16:00;16:15;16.803,75;9.995,5;43,25
04.01.2019;16:15;16:30;16.863,75;10.057,25;2,75
04.01.2019;16:30;16:45;17.008,75;10.162,5;0,75
04.01.2019;16:45;17:00;17.158;10.270,25;0,5
04.01.2019;17:00;17:15;17.397,5;10.457,5;63,5
04.01.2019;17:15;17:30;17.467,5;10.514,75;20
04.01.2019;17:30;17:45;17.526;10.552,25;3
04.01.2019;17:45;18:00;17.534;10.607,5;14,25
04.01.2019;18:00;18:15;17.447,25;10.532,25;34
04.01.2019;18:15;18:30;17.363,75;10.419,25;36,25
04.01.2019;18:30;18:45;17.292,25;10.401,75;39,75
04.01.2019;18:45;19:00;17.191,75;10.350,25;55,25
04.01.2019;19:00;19:15;17.106,25;10.254,75;96,5
04.01.2019;19:15;19:30;16.866,25;10.043,5;125,25
04.01.2019;19:30;19:45;16.774;10.001;171,5
04.01.2019;19:45;20:00;16.572,25;9.848,75;216,25
04.01.2019;20:00;20:15;16.163,25;9.439,75;20
04.01.2019;20:15;20:30;15.911,25;9.155,25;33
04.01.2019;20:30;20:45;15.782,25;9.036,25;95,5
04.01.2019;20:45;21:00;15.484,5;8.747;185,5
04.01.2019;21:00;21:15;15.262,5;8.566,25;180,5
04.01.2019;21:15;21:30;15.137,75;8.440,75;69,25
04.01.2019;21:30;21:45;15.065;8.331;117
04.01.2019;21:45;22:00;14.868,75;8.056,75;225,75
04.01.2019;22:00;22:15;14.864,5;8.194;358,75
04.01.2019;22:15;22:30;14.765;8.020,25;414,5
04.01.2019;22:30;22:45;14.537,5;7.728;450,75
04.01.2019;22:45;23:00;14.318,75;7.429,75;623,75
04.01.2019;23:00;23:15;13.951,5;6.949,25;602,25
04.01.2019;23:15;23:30;13.745,75;6.648,75;752,5
04.01.2019;23:30;23:45;13.511;6.363;765,75
04.01.2019;23:45;00:00;13.284,75;6.099,75;861,75
05.01.2019;00:00;00:15;13.109,25;5.866,25;711,75
05.01.2019;00:15;00:30;12.978,5;5.663,75;840,5
05.01.2019;00:30;00:45;12.885,25;5.500,5;921
05.01.2019;00:45;01:00;12.683;5.250,25;1.092,25
05.01.2019;01:00;01:15;12.536,5;5.122,75;1.030,25
05.01.2019;01:15;01:30;12.326,5;4.880;1.161,75
05.01.2019;01:30;01:45;12.286,5;4.778,25;1.290
05.01.2019;01:45;02:00;12.163,5;4.601;1.388
05.01.2019;02:00;02:15;12.097,75;4.465,25;1.271
05.01.2019;02:15;02:30;11.971,5;4.269;1.373
05.01.2019;02:30;02:45;12.010,5;4.266,25;1.397,75
05.01.2019;02:45;03:00;11.948,75;4.160,25;1.499
05.01.2019;03:00;03:15;11.926,75;4.065,5;1.320,75
05.01.2019;03:15;03:30;11.863,25;3.924,25;1.359,25
05.01.2019;03:30;03:45;11.876,25;3.857,25;1.419,75
05.01.2019;03:45;04:00;11.888,75;3.804,75;1.479,75
05.01.2019;04:00;04:15;11.927,75;3.790;1.404,25
05.01.2019;04:15;04:30;11.899,5;3.754,75;1.430,5
05.01.2019;04:30;04:45;11.904,5;3.742,5;1.413,75
05.01.2019;04:45;05:00;11.900,75;3.770;1.382,75
05.01.2019;05:00;05:15;11.934,5;3.863;1.218
05.01.2019;05:15;05:30;11.927,75;3.864,75;1.251,5
05.01.2019;05:30;05:45;11.920,75;3.847,5;1.312,75
05.01.2019;05:45;06:00;11.918;3.847,75;1.353,25
05.01.2019;06:00;06:15;11.940,75;3.651,5;1.356
05.01.2019;06:15;06:30;12.014,5;3.766;1.288,5
05.01.2019;06:30;06:45;12.136;3.952;1.127,5
05.01.2019;06:45;07:00;12.238,25;4.157;1.057,5
05.01.2019;07:00;07:15;12.463,25;4.487,25;1.162,5
05.01.2019;07:15;07:30;12.628;4.726,5;1.141,25
05.01.2019;07:30;07:45;12.728,25;4.880;1.042,5
05.01.2019;07:45;08:00;12.942,25;5.151,75;895,25
05.01.2019;08:00;08:15;13.309,75;5.625;724,25
05.01.2019;08:15;08:30;13.562,25;5.985,5;612,75
05.01.2019;08:30;08:45;13.616,25;6.123,75;454,75
05.01.2019;08:45;09:00;13.817,75;6.392,75;430,25
05.01.2019;09:00;09:15;14.144;6.780,5;436,5
05.01.2019;09:15;09:30;14.277;6.961;313
05.01.2019;09:30;09:45;14.520,25;7.280,75;190
05.01.2019;09:45;10:00;14.651;7.457,5;132,75
05.01.2019;10:00;10:15;14.787,5;7.644,25;172,25
05.01.2019;10:15;10:30;14.885,75;7.801,5;166,75
05.01.2019;10:30;10:45;14.957,75;7.937,75;104,75
05.01.2019;10:45;11:00;15.080;8.090,75;73,75
05.01.2019;11:00;11:15;15.181,5;8.222,75;68,75
05.01.2019;11:15;11:30;15.200,75;8.259,25;32,25
05.01.2019;11:30;11:45;15.297;8.396,25;14,25
05.01.2019;11:45;12:00;15.240,75;8.425,25;33,25
05.01.2019;12:00;12:15;15.287;8.574,25;75,75
05.01.2019;12:15;12:30;15.226;8.553,25;116,25
05.01.2019;12:30;12:45;15.190,75;8.604,5;66
05.01.2019;12:45;13:00;15.087,5;8.559,25;107
05.01.2019;13:00;13:15;15.059;8.557,75;91,25
05.01.2019;13:15;13:30;14.908,75;8.478,25;186,5
05.01.2019;13:30;13:45;14.809,75;8.497,5;179,25
05.01.2019;13:45;14:00;14.739,5;8.530,5;149,75
05.01.2019;14:00;14:15;14.739;8.628,25;50,75
05.01.2019;14:15;14:30;14.615,5;8.660,25;38,75
05.01.2019;14:30;14:45;14.601,25;8.827,25;28,75
05.01.2019;14:45;15:00;14.517;8.780,75;87
05.01.2019;15:00;15:15;14.568,5;8.970;29,25
05.01.2019;15:15;15:30;14.498;9.007,75;1
05.01.2019;15:30;15:45;14.478;9.070,25;1
05.01.2019;15:45;16:00;14.492;9.100,5;8,5
05.01.2019;16:00;16:15;14.562;9.222,25;61,75
05.01.2019;16:15;16:30;14.646;9.378,75;35,75
05.01.2019;16:30;16:45;14.791,75;9.568;17,25
05.01.2019;16:45;17:00;15.053,75;9.852;8,75
05.01.2019;17:00;17:15;15.370,5;10.185,5;70
05.01.2019;17:15;17:30;15.455;10.300;44,75
05.01.2019;17:30;17:45;15.500,5;10.378,5;77,5
05.01.2019;17:45;18:00;15.562;10.444,25;50
05.01.2019;18:00;18:15;15.612,75;10.507;107,25
05.01.2019;18:15;18:30;15.445,5;10.359,5;163,5
05.01.2019;18:30;18:45;15.486,5;10.370,25;199,5
05.01.2019;18:45;19:00;15.390,75;10.280,25;184,5
05.01.2019;19:00;19:15;15.277,25;10.273,25;92,75
05.01.2019;19:15;19:30;15.104,25;10.209,75;90,25
05.01.2019;19:30;19:45;14.949,75;10.088;92,5
