Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2016;08:15;08:30;9.284;8.093,25;276,75
01.01.2016;08:30;08:45;9.419,5;8.252,25;186,75
01.01.2016;08:45;09:00;9.609,25;8.437,25;95,75
01.01.2016;09:00;09:15;9.666,75;8.503,5;452,75
01.01.2016;09:15;09:30;9.812;8.667,75;422,75
01.01.2016;09:30;09:45;10.002,75;8.851,25;314,75
01.01.2016;09:45;10:00;10.125,25;8.899,5;310,5
01.01.2016;10:00;10:15;10.278;9.012;344,75
01.01.2016;10:15;10:30;10.455;9.154,75;320,5
01.01.2016;10:30;10:45;10.666,25;9.338,75;236,5
01.01.2016;10:45;11:00;10.919;9.562,75;200,75
01.01.2016;11:00;11:15;11.057,25;9.680,75;292
01.01.2016;11:15;11:30;11.268,75;9.871,5;246,5
01.01.2016;11:30;11:45;11.463,5;10.066,5;187,75
01.01.2016;11:45;12:00;11.558,75;10.165,75;174,25
01.01.2016;12:00;12:15;11.604,5;10.224,25;147,25
01.01.2016;12:15;12:30;11.581,5;10.224,5;185,25
01.01.2016;12:30;12:45;11.524,25;10.207,25;214,25
01.01.2016;12:45;13:00;11.489,25;10.192,5;136,5
01.01.2016;13:00;13:15;11.418,25;10.189,25;99,25
01.01.2016;13:15;13:30;11.343,75;10.172,5;124
01.01.2016;13:30;13:45;11.368,25;10.285,5;142,25
01.01.2016;13:45;14:00;11.358,25;10.359,75;198,25
01.01.2016;14:00;14:15;11.369;10.465;205,5
01.01.2016;14:15;14:30;11.343,5;10.561,25;179,75
01.01.2016;14:30;14:45;11.341;10.669,5;54,25
01.01.2016;14:45;15:00;11.285;10.721,25;40,75
01.01.2016;15:00;15:15;11.430;10.983,75;50,75
01.01.2016;15:15;15:30;11.480,25;11.142;45,25
01.01.2016;15:30;15:45;11.540,5;11.286;25
01.01.2016;15:45;16:00;11.569,5;11.381,75;34,5
01.01.2016;16:00;16:15;11.721,25;11.571,5;58,25
01.01.2016;16:15;16:30;12.008,75;11.861,25;1,25
01.01.2016;16:30;16:45;12.303,75;12.129,25;4,25
01.01.2016;16:45;17:00;12.597,25;12.389;21,5
01.01.2016;17:00;17:15;12.863,25;12.624,5;0
01.01.2016;17:15;17:30;13.011,75;12.731,75;0
01.01.2016;17:30;17:45;13.129,25;12.795,25;0
01.01.2016;17:45;18:00;13.164,75;12.778,25;0
01.01.2016;18:00;18:15;13.259,25;12.818,75;33
01.01.2016;18:15;18:30;13.233,5;12.743;33
01.01.2016;18:30;18:45;13.232,5;12.701,75;39,5
01.01.2016;18:45;19:00;13.072;12.479,5;67,75
01.01.2016;19:00;19:15;13.066,5;12.394,25;49,25
01.01.2016;19:15;19:30;12.871,25;12.112;75,75
01.01.2016;19:30;19:45;12.765,25;11.911,5;81,5
01.01.2016;19:45;20:00;12.595,75;11.663,5;83,75
01.01.2016;20:00;20:15;12.664,75;11.671,75;31,5
01.01.2016;20:15;20:30;12.451,25;11.406,25;52,5
01.01.2016;20:30;20:45;12.169;11.091,25;145,25
01.01.2016;20:45;21:00;11.999,75;10.867,75;188,5
01.01.2016;21:00;21:15;12.093,75;10.880,5;104
01.01.2016;21:15;21:30;11.993,5;10.705;115,25
01.01.2016;21:30;21:45;11.874,5;10.521;148,5
01.01.2016;21:45;22:00;11.790,75;10.384,5;194,25
01.01.2016;22:00;22:15;12.103,25;10.651,5;92,5
01.01.2016;22:15;22:30;12.010,75;10.513,5;84
01.01.2016;22:30;22:45;11.762,25;10.228,5;188,5
01.01.2016;22:45;23:00;11.517;9.925;282,25
01.01.2016;23:00;23:15;11.425;9.769,75;67,5
01.01.2016;23:15;23:30;11.193,75;9.469,75;100,25
01.01.2016;23:30;23:45;10.874,25;9.099,25;223,25
01.01.2016;23:45;00:00;10.670;8.915,25;428,25
02.01.2016;00:00;00:15;10.532,25;8.784;192,25
02.01.2016;00:15;00:30;10.248,5;8.449,25;281,25
02.01.2016;00:30;00:45;10.150,25;8.302,75;439,75
02.01.2016;00:45;01:00;10.001,5;8.065,75;615,5
02.01.2016;01:00;01:15;9.959,5;7.946,25;585,25
02.01.2016;01:15;01:30;9.767,25;7.658,5;626
02.01.2016;01:30;01:45;9.638;7.417,5;695,25
02.01.2016;01:45;02:00;9.581,75;7.239,25;756
02.01.2016;02:00;02:15;9.642,5;7.198,5;683,75
02.01.2016;02:15;02:30;9.602,5;7.039,75;741,25
02.01.2016;02:30;02:45;9.486,25;6.785,5;913,75
02.01.2016;02:45;03:00;9.427,25;6.605,25;987
02.01.2016;03:00;03:15;9.461;6.587,25;1.092,75
02.01.2016;03:15;03:30;9.464,25;6.526,5;941,25
02.01.2016;03:30;03:45;9.449,5;6.434;909,75
02.01.2016;03:45;04:00;9.469,75;6.362,25;939,25
02.01.2016;04:00;04:15;9.637,5;6.435,25;886,5
02.01.2016;04:15;04:30;9.650;6.381,75;885,5
02.01.2016;04:30;04:45;9.706,5;6.354,5;891,75
02.01.2016;04:45;05:00;9.767,5;6.329,25;939,75
02.01.2016;05:00;05:15;9.836;6.300,25;893,75
02.01.2016;05:15;05:30;9.856,25;6.221;901,25
02.01.2016;05:30;05:45;9.937,75;6.225,75;1.068,75
02.01.2016;05:45;06:00;10.031,75;6.276;1.060
02.01.2016;06:00;06:15;10.058;6.179;651
02.01.2016;06:15;06:30;10.044,25;6.098,25;588,5
02.01.2016;06:30;06:45;10.176;6.189,75;555,5
02.01.2016;06:45;07:00;10.347,25;6.329;442,75
02.01.2016;07:00;07:15;10.629,25;6.563,5;379
02.01.2016;07:15;07:30;10.811,75;6.699,25;271
02.01.2016;07:30;07:45;10.964,75;6.812;127,75
02.01.2016;07:45;08:00;11.300;7.087;63,5
02.01.2016;08:00;08:15;11.558;7.279,25;196,25
02.01.2016;08:15;08:30;11.806,5;7.519;113,5
02.01.2016;08:30;08:45;11.970,75;7.651,5;100,5
02.01.2016;08:45;09:00;12.213,25;7.820,5;92,25
02.01.2016;09:00;09:15;12.547,75;8.105,25;135,75
02.01.2016;09:15;09:30;12.690,75;8.151,5;150
02.01.2016;09:30;09:45;12.898;8.266,25;123
02.01.2016;09:45;10:00;13.118;8.405,75;104,5
02.01.2016;10:00;10:15;13.306;8.515,5;61,75
02.01.2016;10:15;10:30;13.420,25;8.575,25;57,75
02.01.2016;10:30;10:45;13.504;8.560,75;57,75
02.01.2016;10:45;11:00;13.568,25;8.569;57,75
02.01.2016;11:00;11:15;13.720,25;8.685,5;56,75
02.01.2016;11:15;11:30;13.900;8.810,75;48
02.01.2016;11:30;11:45;14.037,25;8.892,5;10,5
02.01.2016;11:45;12:00;14.094,75;8.908,75;2,5
02.01.2016;12:00;12:15;14.106,5;8.930,25;1,75
02.01.2016;12:15;12:30;14.093,5;8.913,5;47
02.01.2016;12:30;12:45;14.101;8.893;56,25
02.01.2016;12:45;13:00;14.014,75;8.826;56,5
02.01.2016;13:00;13:15;13.993,5;8.820,5;17,5
02.01.2016;13:15;13:30;13.901,25;8.734,25;44
02.01.2016;13:30;13:45;13.855;8.706,75;56,25
02.01.2016;13:45;14:00;13.803;8.694,75;38,75
02.01.2016;14:00;14:15;13.803,25;8.711;34,25
02.01.2016;14:15;14:30;13.761,5;8.698,5;45
02.01.2016;14:30;14:45;13.718,75;8.699,25;3,5
02.01.2016;14:45;15:00;13.686,25;8.706,25;3,25
02.01.2016;15:00;15:15;13.757,75;8.828,5;5,75
02.01.2016;15:15;15:30;13.774,75;8.867,5;3,75
02.01.2016;15:30;15:45;13.792,25;8.902;2
02.01.2016;15:45;16:00;13.827,25;8.935,25;1,75
02.01.2016;16:00;16:15;13.987,25;9.087,25;1,75
02.01.2016;16:15;16:30;14.129,5;9.217,5;2,25
02.01.2016;16:30;16:45;14.340,75;9.395,75;0,75
02.01.2016;16:45;17:00;14.588,25;9.587,75;0
02.01.2016;17:00;17:15;14.824,25;9.797,5;20
02.01.2016;17:15;17:30;14.989,25;9.923,25;24,5
02.01.2016;17:30;17:45;15.087,5;9.961,75;27
02.01.2016;17:45;18:00;15.158,75;10.001,25;25,5
02.01.2016;18:00;18:15;15.194,75;10.004,25;3
02.01.2016;18:15;18:30;15.179,5;9.987;0,5
02.01.2016;18:30;18:45;15.089,25;9.907,5;1,5
02.01.2016;18:45;19:00;14.967,75;9.779;6,75
02.01.2016;19:00;19:15;14.929,5;9.724;0,5
02.01.2016;19:15;19:30;14.773,75;9.594;0,25
02.01.2016;19:30;19:45;14.662,5;9.482,75;0,25
02.01.2016;19:45;20:00;14.518,25;9.382,75;6,5
02.01.2016;20:00;20:15;14.225;9.129,25;132,25
02.01.2016;20:15;20:30;13.899,25;8.831;138,25
02.01.2016;20:30;20:45;13.632;8.558,5;182,25
02.01.2016;20:45;21:00;13.418;8.378,25;265,25
02.01.2016;21:00;21:15;13.326,25;8.312,75;353,25
02.01.2016;21:15;21:30;13.196,25;8.214,25;392,75
02.01.2016;21:30;21:45;13.068,5;8.154;401,5
02.01.2016;21:45;22:00;13.035;8.136,25;395,5
02.01.2016;22:00;22:15;13.237,5;8.495,25;313,5
02.01.2016;22:15;22:30;13.119,25;8.382,5;360,25
02.01.2016;22:30;22:45;13.007,5;8.245,75;372,25
02.01.2016;22:45;23:00;12.750,25;7.986,5;395
02.01.2016;23:00;23:15;12.565;7.784,25;213,75
02.01.2016;23:15;23:30;12.401;7.594,75;296
02.01.2016;23:30;23:45;12.141,5;7.304;421
02.01.2016;23:45;00:00;11.918;7.051,25;568
03.01.2016;00:00;00:15;11.784,75;6.933;415,25
03.01.2016;00:15;00:30;11.570;6.725,75;451,5
03.01.2016;00:30;00:45;11.339,5;6.496,5;499,75
03.01.2016;00:45;01:00;11.138,25;6.309;573
03.01.2016;01:00;01:15;10.991,25;6.238,25;663,25
03.01.2016;01:15;01:30;10.877;6.105,25;781
03.01.2016;01:30;01:45;10.692,75;5.923,5;833,25
03.01.2016;01:45;02:00;10.580,75;5.818,75;919,75
03.01.2016;02:00;02:15;10.588,25;5.836,75;793
03.01.2016;02:15;02:30;10.478,5;5.692,75;926,75
03.01.2016;02:30;02:45;10.382;5.584,5;918,5
03.01.2016;02:45;03:00;10.360,75;5.582,75;926,5
03.01.2016;03:00;03:15;10.349,75;5.590,5;914,5
03.01.2016;03:15;03:30;10.345,75;5.604;956
03.01.2016;03:30;03:45;10.317,5;5.594,25;988,5
03.01.2016;03:45;04:00;10.286,25;5.580,5;946,5
03.01.2016;04:00;04:15;10.329;5.631,75;998,75
03.01.2016;04:15;04:30;10.329,75;5.659;930,75
03.01.2016;04:30;04:45;10.374,5;5.687,5;865,5
03.01.2016;04:45;05:00;10.326;5.653,25;898,75
03.01.2016;05:00;05:15;10.367;5.695,5;886,75
03.01.2016;05:15;05:30;10.291,5;5.625,25;960,5
03.01.2016;05:30;05:45;10.236;5.565,25;959,5
03.01.2016;05:45;06:00;10.141,75;5.472,5;1.015
03.01.2016;06:00;06:15;10.017,25;5.254,25;794,5
03.01.2016;06:15;06:30;10.074,75;5.340,5;803,75
03.01.2016;06:30;06:45;10.106,75;5.411,5;629,5
03.01.2016;06:45;07:00;10.192,25;5.522,75;453,5
03.01.2016;07:00;07:15;10.225;5.565;590
03.01.2016;07:15;07:30;10.376,5;5.721,75;520,25
03.01.2016;07:30;07:45;10.637;5.986,75;369,5
03.01.2016;07:45;08:00;10.787,25;6.157;234,5
03.01.2016;08:00;08:15;10.819;6.228,25;414,75
03.01.2016;08:15;08:30;11.126,25;6.564,75;324,25
03.01.2016;08:30;08:45;11.294;6.742;274,5
03.01.2016;08:45;09:00;11.475;6.924,5;193,5
03.01.2016;09:00;09:15;11.673;7.103,5;161,25
03.01.2016;09:15;09:30;11.866,75;7.295,75;108
03.01.2016;09:30;09:45;12.159;7.602,5;42
03.01.2016;09:45;10:00;12.408,75;7.833,25;75
03.01.2016;10:00;10:15;12.530;7.912,75;69,75
03.01.2016;10:15;10:30;12.694,25;8.008;59,25
03.01.2016;10:30;10:45;12.829,25;8.084,5;53,5
03.01.2016;10:45;11:00;13.059,5;8.308,5;22,75
03.01.2016;11:00;11:15;13.212;8.500,75;59,25
03.01.2016;11:15;11:30;13.471;8.772;25,75
03.01.2016;11:30;11:45;13.673,25;8.995;3,5
03.01.2016;11:45;12:00;13.692;9.053,5;3,5
03.01.2016;12:00;12:15;13.686,5;9.092,5;2,25
03.01.2016;12:15;12:30;13.649,25;9.096,75;23,25
03.01.2016;12:30;12:45;13.561,75;9.057,75;2,25
03.01.2016;12:45;13:00;13.417,75;8.913,5;27,25
03.01.2016;13:00;13:15;13.357,5;8.882,75;9,25
03.01.2016;13:15;13:30;13.264,75;8.798,75;5,75
03.01.2016;13:30;13:45;13.203,25;8.791,75;2,25
03.01.2016;13:45;14:00;13.030,5;8.665;6,5
03.01.2016;14:00;14:15;12.982;8.701,5;2,25
03.01.2016;14:15;14:30;12.893;8.712,75;39,75
03.01.2016;14:30;14:45;12.757,5;8.639,75;76,75
03.01.2016;14:45;15:00;12.644,25;8.575,75;93,25
03.01.2016;15:00;15:15;12.708,5;8.673,25;187,5
03.01.2016;15:15;15:30;12.691,75;8.686,75;141,25
03.01.2016;15:30;15:45;12.719,25;8.743,75;138,75
03.01.2016;15:45;16:00;12.729,25;8.764;122,5
03.01.2016;16:00;16:15;12.934,25;8.986,25;53,5
03.01.2016;16:15;16:30;13.117,5;9.170,5;10
03.01.2016;16:30;16:45;13.394;9.425,75;1,75
03.01.2016;16:45;17:00;13.720,25;9.690,75;1,75
03.01.2016;17:00;17:15;14.107,75;10.028,5;5
03.01.2016;17:15;17:30;14.304;10.222,75;1,75
03.01.2016;17:30;17:45;14.387,25;10.120;0
03.01.2016;17:45;18:00;14.497;10.167,5;0
03.01.2016;18:00;18:15;14.572,5;10.188,5;60,5
03.01.2016;18:15;18:30;14.474;10.043,5;117
03.01.2016;18:30;18:45;14.393,75;9.922,75;117,25
03.01.2016;18:45;19:00;14.448,25;9.984,5;74,5
03.01.2016;19:00;19:15;14.390,75;9.906,75;2,5
03.01.2016;19:15;19:30;14.289,5;9.792,5;3
03.01.2016;19:30;19:45;14.097;9.560,5;37,25
03.01.2016;19:45;20:00;14.016,25;9.452,25;39
03.01.2016;20:00;20:15;13.998,25;9.432;16,25
03.01.2016;20:15;20:30;13.771,25;9.211,5;3
03.01.2016;20:30;20:45;13.543,5;9.000,5;3
03.01.2016;20:45;21:00;13.300,75;8.791,75;113,75
03.01.2016;21:00;21:15;13.373;8.887,25;36,75
03.01.2016;21:15;21:30;13.219,25;8.703,25;81
03.01.2016;21:30;21:45;13.114,75;8.606,5;94,5
03.01.2016;21:45;22:00;13.211,5;8.722;50,75
03.01.2016;22:00;22:15;13.467,75;9.081;42,25
03.01.2016;22:15;22:30;13.296;8.948,75;72,25
03.01.2016;22:30;22:45;13.029;8.688,25;95,5
03.01.2016;22:45;23:00;12.814;8.475,25;141,25
03.01.2016;23:00;23:15;12.693,5;8.375;278,25
03.01.2016;23:15;23:30;12.556,25;8.227,5;301,75
03.01.2016;23:30;23:45;12.297,5;7.998,25;411
03.01.2016;23:45;00:00;12.000,5;7.729,5;655,25
04.01.2016;00:00;00:15;12.016;7.773,5;755,5
04.01.2016;00:15;00:30;11.778,75;7.549,5;851,25
04.01.2016;00:30;00:45;11.607,5;7.397,75;851,75
04.01.2016;00:45;01:00;11.462;7.266;934,5
04.01.2016;01:00;01:15;11.359;7.243,75;1.093,5
04.01.2016;01:15;01:30;11.306,5;7.234,25;1.222,25
04.01.2016;01:30;01:45;11.203,5;7.190,25;1.301,75
04.01.2016;01:45;02:00;11.083,25;7.123,75;1.317,25
04.01.2016;02:00;02:15;10.986;7.054,75;1.333,25
04.01.2016;02:15;02:30;10.953,5;7.070;1.325,25
04.01.2016;02:30;02:45;10.923;7.048,5;1.335,75
04.01.2016;02:45;03:00;10.911;7.059;1.349,25
04.01.2016;03:00;03:15;10.890,75;7.071;1.129,5
04.01.2016;03:15;03:30;10.944,25;7.207,25;1.103
04.01.2016;03:30;03:45;10.958,75;7.276;1.129,75
04.01.2016;03:45;04:00;11.064,5;7.417,75;837,5
04.01.2016;04:00;04:15;11.182,75;7.586;705
04.01.2016;04:15;04:30;11.295,25;7.727,5;773,5
04.01.2016;04:30;04:45;11.418;7.916,25;798,5
04.01.2016;04:45;05:00;11.551,75;8.069,25;733,5
04.01.2016;05:00;05:15;11.805,25;8.356,5;549
04.01.2016;05:15;05:30;11.959,5;8.537,5;656,5
04.01.2016;05:30;05:45;12.276,75;8.862,5;558
04.01.2016;05:45;06:00;12.553,5;9.152,25;548,5
04.01.2016;06:00;06:15;13.066,75;9.625,75;546,75
04.01.2016;06:15;06:30;13.557,5;10.101,25;240,25
04.01.2016;06:30;06:45;13.947;10.469,25;228,25
04.01.2016;06:45;07:00;14.198;10.719,5;375,75
04.01.2016;07:00;07:15;14.710,75;11.263,25;132
04.01.2016;07:15;07:30;15.061;11.649,75;101,25
04.01.2016;07:30;07:45;15.403,75;12.022;0
04.01.2016;07:45;08:00;15.710,5;12.332,5;0
04.01.2016;08:00;08:15;15.974,25;12.583,5;0
04.01.2016;08:15;08:30;16.147,25;12.795;0
04.01.2016;08:30;08:45;16.223,5;12.874,25;0
04.01.2016;08:45;09:00;16.300;12.920,5;0
04.01.2016;09:00;09:15;16.380,75;13.050,25;0
04.01.2016;09:15;09:30;16.491,75;13.176;0
04.01.2016;09:30;09:45;16.582,25;13.242;0
04.01.2016;09:45;10:00;16.617,25;13.290,25;0
04.01.2016;10:00;10:15;16.724;13.396,5;0,5
04.01.2016;10:15;10:30;16.769,25;13.424,5;0
04.01.2016;10:30;10:45;16.828,5;13.477;0,25
04.01.2016;10:45;11:00;16.934;13.594,25;1
04.01.2016;11:00;11:15;16.995;13.679;2,25
04.01.2016;11:15;11:30;17.131,5;13.816;1,75
04.01.2016;11:30;11:45;17.241,5;13.956,75;1,75
04.01.2016;11:45;12:00;17.246,5;13.970,5;1,75
04.01.2016;12:00;12:15;17.187,25;13.890;1,75
04.01.2016;12:15;12:30;17.150;13.865,75;1
04.01.2016;12:30;12:45;17.157,25;13.929,25;1,75
04.01.2016;12:45;13:00;17.158,75;13.971,75;3,5
04.01.2016;13:00;13:15;17.149,5;14.019,5;4,25
04.01.2016;13:15;13:30;17.070;13.966,5;4,75
04.01.2016;13:30;13:45;16.965,75;13.906;4,75
04.01.2016;13:45;14:00;16.838,25;13.828;4,75
04.01.2016;14:00;14:15;16.799;13.870;4,75
04.01.2016;14:15;14:30;16.718;13.820,5;41,5
04.01.2016;14:30;14:45;16.664,75;13.776,25;44
04.01.2016;14:45;15:00;16.619,25;13.747,75;44
04.01.2016;15:00;15:15;16.644;13.809,25;30,75
04.01.2016;15:15;15:30;16.568,25;13.770,75;3,75
04.01.2016;15:30;15:45;16.547;13.820,5;29,25
04.01.2016;15:45;16:00;16.507,5;13.825,5;42,75
04.01.2016;16:00;16:15;16.448;13.795,5;143,5
04.01.2016;16:15;16:30;16.574;13.882,5;134,75
04.01.2016;16:30;16:45;16.829,75;14.125,5;113,25
04.01.2016;16:45;17:00;17.183;14.451,75;54,75
04.01.2016;17:00;17:15;17.474;14.699,5;7,5
04.01.2016;17:15;17:30;17.645;14.833,75;1,25
04.01.2016;17:30;17:45;17.775,25;14.922,75;1
04.01.2016;17:45;18:00;17.812,5;14.944;0
04.01.2016;18:00;18:15;17.743,5;14.871;0
04.01.2016;18:15;18:30;17.699,25;14.826,25;0
04.01.2016;18:30;18:45;17.668,5;14.813,75;0
04.01.2016;18:45;19:00;17.657;14.791,5;0,5
04.01.2016;19:00;19:15;17.534;14.683,5;0,5
04.01.2016;19:15;19:30;17.343;14.527,25;0,5
04.01.2016;19:30;19:45;17.122,25;14.301,25;0,5
04.01.2016;19:45;20:00;16.950,25;14.105;0,5
04.01.2016;20:00;20:15;16.662,75;13.854,25;0,75
04.01.2016;20:15;20:30;16.284,75;13.488,5;1,5
04.01.2016;20:30;20:45;15.986;13.214;69,75
04.01.2016;20:45;21:00;15.743;12.977,5;203,75
04.01.2016;21:00;21:15;15.651,25;12.908,25;16,5
04.01.2016;21:15;21:30;15.513,5;12.814,5;18,75
04.01.2016;21:30;21:45;15.327,75;12.662;23,25
04.01.2016;21:45;22:00;15.094,75;12.444;43,75
04.01.2016;22:00;22:15;15.149;12.512,5;59
04.01.2016;22:15;22:30;14.981,5;12.356,25;123,75
04.01.2016;22:30;22:45;14.720;12.124,75;201,75
04.01.2016;22:45;23:00;14.469,25;11.912,5;239,25
04.01.2016;23:00;23:15;14.150,5;11.602,75;390,5
04.01.2016;23:15;23:30;13.899,5;11.353,25;368,75
04.01.2016;23:30;23:45;13.683;11.155,5;482,5
04.01.2016;23:45;00:00;13.467,25;10.944,5;594
05.01.2016;00:00;00:15;13.278,75;10.748,5;897
05.01.2016;00:15;00:30;13.117,25;10.609,75;956
05.01.2016;00:30;00:45;12.938,75;10.454,75;994
05.01.2016;00:45;01:00;12.718,5;10.245,75;1.018,25
05.01.2016;01:00;01:15;12.603,75;10.154;828,5
05.01.2016;01:15;01:30;12.435,5;9.991,25;818
05.01.2016;01:30;01:45;12.359,25;9.919,5;864
05.01.2016;01:45;02:00;12.342,5;9.910,5;872,5
05.01.2016;02:00;02:15;12.146,25;9.724;1.242
05.01.2016;02:15;02:30;12.046,75;9.623,5;1.284,5
05.01.2016;02:30;02:45;12.081,25;9.660,25;1.244,75
05.01.2016;02:45;03:00;12.159,25;9.726,25;1.191
05.01.2016;03:00;03:15;12.176,25;9.748,5;1.330,5
05.01.2016;03:15;03:30;12.203;9.799,25;1.369,25
05.01.2016;03:30;03:45;12.274;9.886;1.349,5
05.01.2016;03:45;04:00;12.248,75;9.876,75;1.288,5
05.01.2016;04:00;04:15;12.328;9.952,5;1.093,25
05.01.2016;04:15;04:30;12.337,5;9.961,75;1.104,75
05.01.2016;04:30;04:45;12.445,75;10.035,75;1.101,5
05.01.2016;04:45;05:00;12.442;10.010,5;1.132,25
05.01.2016;05:00;05:15;12.911,25;10.478,75;628,25
05.01.2016;05:15;05:30;13.034,75;10.590,75;576,5
05.01.2016;05:30;05:45;13.191;10.751,25;576,25
05.01.2016;05:45;06:00;13.401,5;10.961,25;612
05.01.2016;06:00;06:15;13.898,5;11.433,75;589,75
05.01.2016;06:15;06:30;14.388,25;11.943,25;339
05.01.2016;06:30;06:45;14.815,5;12.365,5;194,5
05.01.2016;06:45;07:00;15.094,5;12.645,75;167,5
05.01.2016;07:00;07:15;15.476,25;13.021,5;113,25
05.01.2016;07:15;07:30;15.857,25;13.400,75;20
05.01.2016;07:30;07:45;16.153,75;13.707;11,75
05.01.2016;07:45;08:00;16.436;14.001;11,75
05.01.2016;08:00;08:15;16.630,25;14.184,25;11,25
05.01.2016;08:15;08:30;16.682,75;14.235,75;10
05.01.2016;08:30;08:45;16.792;14.334,25;4
05.01.2016;08:45;09:00;16.871,75;14.384,25;0
05.01.2016;09:00;09:15;16.829;14.306,25;0
05.01.2016;09:15;09:30;16.867,5;14.321;0,5
05.01.2016;09:30;09:45;16.960,25;14.372,25;0,25
05.01.2016;09:45;10:00;17.038;14.391,75;0,25
05.01.2016;10:00;10:15;17.116,5;14.404,5;0,25
05.01.2016;10:15;10:30;17.127;14.355,5;0,25
05.01.2016;10:30;10:45;17.207;14.375,75;0
05.01.2016;10:45;11:00;17.303;14.419,25;0
05.01.2016;11:00;11:15;17.389,5;14.517,25;0
05.01.2016;11:15;11:30;17.468;14.573,5;3,75
05.01.2016;11:30;11:45;17.584;14.629,5;2,75
05.01.2016;11:45;12:00;17.551,75;14.560;2,75
05.01.2016;12:00;12:15;17.564;14.553,75;2,75
05.01.2016;12:15;12:30;17.491,75;14.492,25;2,75
05.01.2016;12:30;12:45;17.490,5;14.522,25;2,75
05.01.2016;12:45;13:00;17.470,75;14.531,25;2,75
05.01.2016;13:00;13:15;17.461,25;14.561,75;5,5
05.01.2016;13:15;13:30;17.351,75;14.504,75;27,75
05.01.2016;13:30;13:45;17.224,5;14.418,25;53,75
05.01.2016;13:45;14:00;17.052;14.305;59,25
05.01.2016;14:00;14:15;17.107,75;14.400,5;50,5
05.01.2016;14:15;14:30;17.073;14.426;35,5
05.01.2016;14:30;14:45;17.096,75;14.525;22,75
05.01.2016;14:45;15:00;17.049,75;14.514,25;18
05.01.2016;15:00;15:15;17.047;14.536;0
05.01.2016;15:15;15:30;17.001;14.565,25;0
05.01.2016;15:30;15:45;17.004;14.631,25;0
05.01.2016;15:45;16:00;16.968,25;14.634,25;0
05.01.2016;16:00;16:15;17.026,5;14.720,5;0
05.01.2016;16:15;16:30;17.095,75;14.826,5;0
05.01.2016;16:30;16:45;17.356,25;15.126,25;0
05.01.2016;16:45;17:00;17.628,25;15.400,5;0
05.01.2016;17:00;17:15;17.848,75;15.572,75;0
05.01.2016;17:15;17:30;17.965;15.689;0,5
05.01.2016;17:30;17:45;18.005,5;15.722;1
05.01.2016;17:45;18:00;18.043,5;15.764,75;1
05.01.2016;18:00;18:15;17.973,25;15.671,25;1
05.01.2016;18:15;18:30;17.941;15.615,5;1
05.01.2016;18:30;18:45;17.881,75;15.548,25;1
05.01.2016;18:45;19:00;17.785,25;15.451,25;1
05.01.2016;19:00;19:15;17.701,25;15.382,25;1
05.01.2016;19:15;19:30;17.482,5;15.180,25;2,5
05.01.2016;19:30;19:45;17.349,75;15.082;2,5
05.01.2016;19:45;20:00;17.230,25;14.961,75;2,5
05.01.2016;20:00;20:15;16.863,5;14.604;2,5
05.01.2016;20:15;20:30;16.474,25;14.204,25;17
