Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
02.01.2018;00:15;00:30;10.950;6.679;1.432,5
02.01.2018;00:30;00:45;10.859;6.614,75;1.527,75
02.01.2018;00:45;01:00;10.697,25;6.482,5;1.457,75
02.01.2018;01:00;01:15;10.562,5;6.333,25;1.541
02.01.2018;01:15;01:30;10.425,75;6.198,25;1.613,5
02.01.2018;01:30;01:45;10.397;6.167,75;1.657,75
02.01.2018;01:45;02:00;10.363,5;6.165;1.662,5
02.01.2018;02:00;02:15;10.300,5;6.160,25;1.611,25
02.01.2018;02:15;02:30;10.332;6.279,75;1.606,5
02.01.2018;02:30;02:45;10.333,25;6.297,5;1.586,5
02.01.2018;02:45;03:00;10.330;6.311;1.437,5
02.01.2018;03:00;03:15;10.403,75;6.398,75;1.045,25
02.01.2018;03:15;03:30;10.387,25;6.319;1.218
02.01.2018;03:30;03:45;10.438,75;6.327,5;1.390,25
02.01.2018;03:45;04:00;10.491,5;6.387,75;1.436
02.01.2018;04:00;04:15;10.617,25;6.448;1.199
02.01.2018;04:15;04:30;10.669,75;6.389;1.337,25
02.01.2018;04:30;04:45;10.846,25;6.533,5;1.220,25
02.01.2018;04:45;05:00;10.979;6.670,5;1.009,75
02.01.2018;05:00;05:15;11.291;6.943;976,25
02.01.2018;05:15;05:30;11.456,5;7.104,25;958,5
02.01.2018;05:30;05:45;11.726,75;7.345,5;963,25
02.01.2018;05:45;06:00;12.098,25;7.658;946
02.01.2018;06:00;06:15;12.610,5;8.069,25;795,75
02.01.2018;06:15;06:30;13.086,25;8.518,5;620,25
02.01.2018;06:30;06:45;13.463,5;8.866,25;261
02.01.2018;06:45;07:00;13.858;9.154,75;228,25
02.01.2018;07:00;07:15;14.392,25;9.695;96,25
02.01.2018;07:15;07:30;14.633,25;9.971,5;22
02.01.2018;07:30;07:45;14.907;10.227,25;4,25
02.01.2018;07:45;08:00;15.179,75;10.495,25;0,25
02.01.2018;08:00;08:15;15.509,5;10.861,5;25,75
02.01.2018;08:15;08:30;15.656,5;11.017;15,5
02.01.2018;08:30;08:45;15.810,75;11.190;0,25
02.01.2018;08:45;09:00;15.907,25;11.268,5;0,25
02.01.2018;09:00;09:15;15.983,25;11.325,75;0,25
02.01.2018;09:15;09:30;16.094,75;11.411;0,25
02.01.2018;09:30;09:45;16.231,25;11.454,25;0,25
02.01.2018;09:45;10:00;16.339,5;11.521,75;0,25
02.01.2018;10:00;10:15;16.445,75;11.554,25;0,25
02.01.2018;10:15;10:30;16.524,75;11.614,25;0,25
02.01.2018;10:30;10:45;16.736,5;11.875,5;0,25
02.01.2018;10:45;11:00;16.851;11.977,25;0,25
02.01.2018;11:00;11:15;16.817,75;11.810,25;0
02.01.2018;11:15;11:30;16.949,25;11.778,25;0
02.01.2018;11:30;11:45;17.135,75;11.846;0
02.01.2018;11:45;12:00;17.209,5;11.770,5;0
02.01.2018;12:00;12:15;17.174;11.679,75;0
02.01.2018;12:15;12:30;17.170,25;11.575,25;0,25
02.01.2018;12:30;12:45;17.201,5;11.539,5;0,25
02.01.2018;12:45;13:00;17.174,5;11.459;0,75
02.01.2018;13:00;13:15;17.118;11.483,75;0,75
02.01.2018;13:15;13:30;17.074;11.625,75;0,75
02.01.2018;13:30;13:45;16.979,5;11.739,5;0,75
02.01.2018;13:45;14:00;16.827;11.694;3,25
02.01.2018;14:00;14:15;16.776,75;11.818,5;0,75
02.01.2018;14:15;14:30;16.685,75;11.928,25;0,75
02.01.2018;14:30;14:45;16.590,75;11.964,5;0,75
02.01.2018;14:45;15:00;16.538,75;12.089,75;0,75
02.01.2018;15:00;15:15;16.593,25;12.301;53,75
02.01.2018;15:15;15:30;16.512;12.334,5;20,25
02.01.2018;15:30;15:45;16.467,75;12.299,25;22
02.01.2018;15:45;16:00;16.445;12.265,25;24,75
02.01.2018;16:00;16:15;16.496,25;12.360,75;67,25
02.01.2018;16:15;16:30;16.696;12.561;38
02.01.2018;16:30;16:45;16.880;12.639,75;0,75
02.01.2018;16:45;17:00;17.115;12.795,5;0,75
02.01.2018;17:00;17:15;17.378;13.000;11
02.01.2018;17:15;17:30;17.461,25;13.022;2,5
02.01.2018;17:30;17:45;17.494;12.903,25;0
02.01.2018;17:45;18:00;17.519,75;12.769,25;24,5
02.01.2018;18:00;18:15;17.440,5;12.618;0
02.01.2018;18:15;18:30;17.382,5;12.455,75;1
02.01.2018;18:30;18:45;17.421,5;12.425,75;3,25
02.01.2018;18:45;19:00;17.435,75;12.335,5;53
02.01.2018;19:00;19:15;17.361,25;12.120,25;98,25
02.01.2018;19:15;19:30;17.205,25;11.790,75;193,5
02.01.2018;19:30;19:45;16.993,5;11.460,5;233,5
02.01.2018;19:45;20:00;16.783,5;11.098,25;465,5
02.01.2018;20:00;20:15;16.534,25;10.726;171,5
02.01.2018;20:15;20:30;16.246;10.430,5;211,5
02.01.2018;20:30;20:45;15.980,75;10.069,5;248,75
02.01.2018;20:45;21:00;15.684,5;9.734,75;311
02.01.2018;21:00;21:15;15.591,5;9.542;125
02.01.2018;21:15;21:30;15.347,5;9.169;161,25
02.01.2018;21:30;21:45;15.262,75;9.014;297
02.01.2018;21:45;22:00;15.104;8.733;361,25
02.01.2018;22:00;22:15;15.146,25;8.801,5;91
02.01.2018;22:15;22:30;14.926,5;8.427,75;64,25
02.01.2018;22:30;22:45;14.680,25;7.999,75;233,25
02.01.2018;22:45;23:00;14.430;7.656,5;298,5
02.01.2018;23:00;23:15;14.136,75;7.267;223
02.01.2018;23:15;23:30;13.936,75;6.850,5;279,25
02.01.2018;23:30;23:45;13.746,75;6.516;414,5
02.01.2018;23:45;00:00;13.505,5;6.181,75;590,25
03.01.2018;00:00;00:15;13.347,75;5.888;933,75
03.01.2018;00:15;00:30;13.176,75;5.556,25;1.109,25
03.01.2018;00:30;00:45;13.010,75;5.250,25;1.406
03.01.2018;00:45;01:00;12.909,5;5.012,75;1.466,75
03.01.2018;01:00;01:15;12.773;4.762,75;1.446
03.01.2018;01:15;01:30;12.607;4.465,75;1.479,5
03.01.2018;01:30;01:45;12.564,5;4.338,25;1.451,5
03.01.2018;01:45;02:00;12.481,25;4.218,5;1.442
03.01.2018;02:00;02:15;12.472;4.089,5;1.297,5
03.01.2018;02:15;02:30;12.392;3.876,25;1.366,75
03.01.2018;02:30;02:45;12.417;3.834,5;1.427,75
03.01.2018;02:45;03:00;12.436;3.765,75;1.431,5
03.01.2018;03:00;03:15;12.520;3.650,75;1.458,75
03.01.2018;03:15;03:30;12.547;3.499,75;1.491,75
03.01.2018;03:30;03:45;12.664,25;3.493,5;1.513,5
03.01.2018;03:45;04:00;12.742,5;3.476,25;1.545,25
03.01.2018;04:00;04:15;12.827,25;3.437,75;1.632,5
03.01.2018;04:15;04:30;12.995;3.496,75;1.627
03.01.2018;04:30;04:45;13.110,25;3.562;1.592
03.01.2018;04:45;05:00;13.253,25;3.627,25;1.576
03.01.2018;05:00;05:15;13.528;3.857,75;1.372,75
03.01.2018;05:15;05:30;13.763,25;4.232,25;1.209,5
03.01.2018;05:30;05:45;13.999,25;4.496;1.053
03.01.2018;05:45;06:00;14.318,25;4.795;888,25
03.01.2018;06:00;06:15;14.773;4.963;865,75
03.01.2018;06:15;06:30;15.302;5.437,5;609
03.01.2018;06:30;06:45;15.699,25;5.811,25;381,75
03.01.2018;06:45;07:00;15.998,75;6.148,25;181,25
03.01.2018;07:00;07:15;16.267,75;6.537,25;161,75
03.01.2018;07:15;07:30;16.516,5;6.862,25;152
03.01.2018;07:30;07:45;16.877,75;7.144;104
03.01.2018;07:45;08:00;17.165,5;7.364,5;55,25
03.01.2018;08:00;08:15;17.361;7.529;180,25
03.01.2018;08:15;08:30;17.532;7.759;132,75
03.01.2018;08:30;08:45;17.616,25;7.842,25;117
03.01.2018;08:45;09:00;17.760,75;8.073,25;166,25
03.01.2018;09:00;09:15;17.739,5;7.956,75;181,25
03.01.2018;09:15;09:30;17.841,75;8.178;198,25
03.01.2018;09:30;09:45;17.919,5;8.299,25;163,25
03.01.2018;09:45;10:00;18.093,25;8.465,25;126,75
03.01.2018;10:00;10:15;18.122,5;8.500,25;140,25
03.01.2018;10:15;10:30;18.222,5;8.570;113,75
03.01.2018;10:30;10:45;18.282,25;8.468,5;88,5
03.01.2018;10:45;11:00;18.372;8.449,25;71,5
03.01.2018;11:00;11:15;18.466,75;8.484;100
03.01.2018;11:15;11:30;18.532,25;8.564;83,75
03.01.2018;11:30;11:45;18.635;8.698;56,25
03.01.2018;11:45;12:00;18.609;8.541,75;27,25
03.01.2018;12:00;12:15;18.465,5;8.386;52,75
03.01.2018;12:15;12:30;18.540,75;8.449,75;78,75
03.01.2018;12:30;12:45;18.505;8.410;99,25
03.01.2018;12:45;13:00;18.410;8.422,75;86,75
03.01.2018;13:00;13:15;18.400,25;8.437,25;76
03.01.2018;13:15;13:30;18.335,5;8.418,5;58,25
03.01.2018;13:30;13:45;18.228;8.300,5;163,75
03.01.2018;13:45;14:00;18.021,25;8.045,75;265,25
03.01.2018;14:00;14:15;17.960,75;7.985,75;285,25
03.01.2018;14:15;14:30;17.851,5;7.963,5;232
03.01.2018;14:30;14:45;17.772;7.966,5;235,5
03.01.2018;14:45;15:00;17.733;7.986,75;109,25
03.01.2018;15:00;15:15;17.713,5;7.995,5;173,5
03.01.2018;15:15;15:30;17.731,75;8.001;212,75
03.01.2018;15:30;15:45;17.659,75;8.026,75;184,25
03.01.2018;15:45;16:00;17.698,25;8.052,75;151,5
03.01.2018;16:00;16:15;17.869,25;8.245;147
03.01.2018;16:15;16:30;17.898,75;8.239,5;141,75
03.01.2018;16:30;16:45;18.050,75;8.370,25;103,25
03.01.2018;16:45;17:00;18.414,25;8.606,25;24,75
03.01.2018;17:00;17:15;18.641,75;8.673,25;253,5
03.01.2018;17:15;17:30;18.723,75;8.622,5;305,75
03.01.2018;17:30;17:45;18.845;8.700,25;284,25
03.01.2018;17:45;18:00;18.853,75;8.597;283,75
03.01.2018;18:00;18:15;18.761;8.417;357
03.01.2018;18:15;18:30;18.690,25;8.336,5;502,75
03.01.2018;18:30;18:45;18.636;8.234,5;459
03.01.2018;18:45;19:00;18.569,5;8.153,25;426,75
03.01.2018;19:00;19:15;18.547,75;8.114,75;396
03.01.2018;19:15;19:30;18.212,5;7.762,25;351
03.01.2018;19:30;19:45;18.026,75;7.644;352,25
03.01.2018;19:45;20:00;17.873,5;7.494,75;413,5
03.01.2018;20:00;20:15;17.678;7.302,5;335,75
03.01.2018;20:15;20:30;17.365;6.952,5;426,5
03.01.2018;20:30;20:45;17.064,25;6.635;582,75
03.01.2018;20:45;21:00;16.743;6.268;689,5
03.01.2018;21:00;21:15;16.612,5;6.108,75;600
03.01.2018;21:15;21:30;16.471,5;5.982;619
03.01.2018;21:30;21:45;16.236,25;5.720,25;783
03.01.2018;21:45;22:00;16.079,25;5.635,75;890,25
03.01.2018;22:00;22:15;16.054;5.883,25;675,25
03.01.2018;22:15;22:30;15.856,75;5.647,25;772
03.01.2018;22:30;22:45;15.649,75;5.460,5;959,75
03.01.2018;22:45;23:00;15.294,25;5.191,25;1.203,5
03.01.2018;23:00;23:15;15.092;5.022,25;803,5
03.01.2018;23:15;23:30;14.769,5;4.699,5;874,25
03.01.2018;23:30;23:45;14.528,25;4.522,5;1.073
03.01.2018;23:45;00:00;14.298,25;4.276,75;1.253,25
04.01.2018;00:00;00:15;13.960,75;4.016,75;1.272
04.01.2018;00:15;00:30;13.752,75;3.903,75;1.500,5
04.01.2018;00:30;00:45;13.647,75;3.791;1.577
04.01.2018;00:45;01:00;13.499,25;3.661;1.647,5
04.01.2018;01:00;01:15;13.298,75;3.520;1.534
04.01.2018;01:15;01:30;13.207;3.488,5;1.604,75
04.01.2018;01:30;01:45;13.100,5;3.433;1.603
04.01.2018;01:45;02:00;12.953;3.391,75;1.591
04.01.2018;02:00;02:15;12.909,75;3.444,5;1.436
04.01.2018;02:15;02:30;12.832;3.434,75;1.471,25
04.01.2018;02:30;02:45;12.845,5;3.471;1.478,25
04.01.2018;02:45;03:00;12.808;3.416,5;1.460,5
04.01.2018;03:00;03:15;12.847,25;3.587,75;1.571,5
04.01.2018;03:15;03:30;12.888,5;3.736,5;1.536,5
04.01.2018;03:30;03:45;12.954,25;3.892;1.470,75
04.01.2018;03:45;04:00;13.051;4.067,25;1.412,75
04.01.2018;04:00;04:15;13.104;4.246;1.235,5
04.01.2018;04:15;04:30;13.137,5;4.438,75;1.170,25
04.01.2018;04:30;04:45;13.224,75;4.753,75;1.038
04.01.2018;04:45;05:00;13.320,75;5.028,75;992,5
04.01.2018;05:00;05:15;13.540,25;5.350,25;1.003,5
04.01.2018;05:15;05:30;13.612;5.543,75;1.040,75
04.01.2018;05:30;05:45;13.926;5.992,5;919,5
04.01.2018;05:45;06:00;14.241,25;6.503;667,25
04.01.2018;06:00;06:15;14.670,75;6.982;832,25
04.01.2018;06:15;06:30;15.030;7.506,5;666,25
04.01.2018;06:30;06:45;15.472,25;8.050,25;387,75
04.01.2018;06:45;07:00;15.861,25;8.527;211
04.01.2018;07:00;07:15;16.263,75;9.131,25;294,25
04.01.2018;07:15;07:30;16.515,75;9.531,25;158,5
04.01.2018;07:30;07:45;16.718,75;9.871,75;26,75
04.01.2018;07:45;08:00;16.932,75;10.241,75;23,75
04.01.2018;08:00;08:15;17.339,75;10.803,25;48,5
04.01.2018;08:15;08:30;17.316,75;10.954,75;5,25
04.01.2018;08:30;08:45;17.319,25;11.107,25;1,25
04.01.2018;08:45;09:00;17.399,25;11.337,5;0
04.01.2018;09:00;09:15;17.335,75;11.384,5;5
04.01.2018;09:15;09:30;17.436;11.582,75;12,75
04.01.2018;09:30;09:45;17.475;11.746;3,5
04.01.2018;09:45;10:00;17.511,75;11.863;0,25
04.01.2018;10:00;10:15;17.576,75;12.043,5;15,5
04.01.2018;10:15;10:30;17.639,75;12.157,5;0,25
04.01.2018;10:30;10:45;17.766,75;12.397;0,25
04.01.2018;10:45;11:00;17.842,25;12.498,75;0,25
04.01.2018;11:00;11:15;17.881,5;12.602;1,5
04.01.2018;11:15;11:30;17.985;12.786,75;2,25
04.01.2018;11:30;11:45;17.990;12.837;1,5
04.01.2018;11:45;12:00;17.988,25;12.956,25;0,25
04.01.2018;12:00;12:15;17.944;13.001;0
04.01.2018;12:15;12:30;17.889,25;13.025,75;22,5
04.01.2018;12:30;12:45;17.813,75;13.035;31
04.01.2018;12:45;13:00;17.810;13.186,5;24
04.01.2018;13:00;13:15;17.761,75;13.251,75;1,25
04.01.2018;13:15;13:30;17.670,75;13.321,5;1,75
04.01.2018;13:30;13:45;17.575;13.403,25;12,25
04.01.2018;13:45;14:00;17.381,75;13.358,25;12,5
04.01.2018;14:00;14:15;17.322,5;13.447,25;3
04.01.2018;14:15;14:30;17.272,25;13.488,5;1,25
04.01.2018;14:30;14:45;17.222,25;13.530,75;1,25
04.01.2018;14:45;15:00;17.120,75;13.505;2,25
04.01.2018;15:00;15:15;17.200;13.719,5;36,5
04.01.2018;15:15;15:30;17.150,25;13.781,5;30
04.01.2018;15:30;15:45;17.150,25;13.869,25;29,25
04.01.2018;15:45;16:00;17.156,5;13.857,25;31
04.01.2018;16:00;16:15;17.307,5;13.962,5;57,75
04.01.2018;16:15;16:30;17.335;13.877;67,25
04.01.2018;16:30;16:45;17.475;13.895;66,5
04.01.2018;16:45;17:00;17.693;13.980,25;0,25
04.01.2018;17:00;17:15;17.828,75;13.996,25;22,75
04.01.2018;17:15;17:30;17.848,75;13.949,25;18
04.01.2018;17:30;17:45;17.956,5;13.966,75;19,5
04.01.2018;17:45;18:00;18.014;13.918,5;20
04.01.2018;18:00;18:15;17.872,5;13.638,25;1
04.01.2018;18:15;18:30;17.766,5;13.392,75;58,25
04.01.2018;18:30;18:45;17.754,25;13.250,25;176
04.01.2018;18:45;19:00;17.663,25;13.090;178,5
04.01.2018;19:00;19:15;17.597,75;12.912,75;118,25
04.01.2018;19:15;19:30;17.330;12.497,25;329,75
04.01.2018;19:30;19:45;17.199,5;12.164,75;309,75
04.01.2018;19:45;20:00;17.111;11.951,5;434,25
04.01.2018;20:00;20:15;16.931;11.612,75;315,75
04.01.2018;20:15;20:30;16.594,25;11.037,75;339,25
04.01.2018;20:30;20:45;16.453;10.716,5;425,5
04.01.2018;20:45;21:00;16.199,25;10.371,75;580,5
04.01.2018;21:00;21:15;16.126,75;10.174,25;376
04.01.2018;21:15;21:30;15.940;9.855,5;366,5
04.01.2018;21:30;21:45;15.719,75;9.494;522,5
04.01.2018;21:45;22:00;15.645,75;9.261,75;680,25
04.01.2018;22:00;22:15;15.641;9.322,5;584,75
04.01.2018;22:15;22:30;15.434,5;8.901,25;837,75
04.01.2018;22:30;22:45;15.238;8.486;965,5
04.01.2018;22:45;23:00;14.962,25;7.952,75;1.219,5
04.01.2018;23:00;23:15;14.721,75;7.604;1.105,5
04.01.2018;23:15;23:30;14.419;7.156,25;1.189,5
04.01.2018;23:30;23:45;14.183,5;6.759,75;1.393,25
04.01.2018;23:45;00:00;13.984,5;6.319,25;1.512,25
05.01.2018;00:00;00:15;13.594;5.635;1.242,75
05.01.2018;00:15;00:30;13.447;5.155,25;1.410,25
05.01.2018;00:30;00:45;13.329,5;4.818;1.507
05.01.2018;00:45;01:00;13.221,25;4.531,75;1.581,75
05.01.2018;01:00;01:15;13.002;4.209,5;1.459,75
05.01.2018;01:15;01:30;12.886;3.940;1.572,75
05.01.2018;01:30;01:45;12.818,25;3.731,75;1.641,5
05.01.2018;01:45;02:00;12.758;3.627;1.698
05.01.2018;02:00;02:15;12.744,5;3.532,5;1.654,25
05.01.2018;02:15;02:30;12.739,5;3.474,75;1.569,5
05.01.2018;02:30;02:45;12.761,75;3.451;1.484,5
05.01.2018;02:45;03:00;12.781,5;3.460,25;1.497
05.01.2018;03:00;03:15;12.797,25;3.446,5;1.583
05.01.2018;03:15;03:30;12.801,75;3.564;1.573,75
05.01.2018;03:30;03:45;12.750,75;3.422,5;1.581,25
05.01.2018;03:45;04:00;12.884,5;3.509,25;1.520,75
05.01.2018;04:00;04:15;12.949,25;3.577;1.709,25
05.01.2018;04:15;04:30;13.000,75;3.761,75;1.667,75
05.01.2018;04:30;04:45;13.120,75;3.993,75;1.540,25
05.01.2018;04:45;05:00;13.208,5;4.248,5;1.309,25
05.01.2018;05:00;05:15;13.414,75;4.584,25;1.212
05.01.2018;05:15;05:30;13.520,75;4.762,5;1.379,75
05.01.2018;05:30;05:45;13.681,25;4.957,75;1.378,25
05.01.2018;05:45;06:00;14.010,75;5.410;1.247,5
05.01.2018;06:00;06:15;14.514,25;5.831,75;1.017,5
05.01.2018;06:15;06:30;14.857,25;6.193,75;760,75
05.01.2018;06:30;06:45;15.328,5;6.825;518,5
05.01.2018;06:45;07:00;15.769;7.395;411,25
05.01.2018;07:00;07:15;16.196;7.859,75;537,25
05.01.2018;07:15;07:30;16.478,75;8.230,5;301,25
05.01.2018;07:30;07:45;16.738;8.620,75;168
05.01.2018;07:45;08:00;16.969,75;8.867,75;162,25
05.01.2018;08:00;08:15;17.242,25;9.266,5;123,75
05.01.2018;08:15;08:30;17.275;9.461,25;127,5
05.01.2018;08:30;08:45;17.372,25;9.723,25;56,5
05.01.2018;08:45;09:00;17.420,5;9.858,25;63,75
05.01.2018;09:00;09:15;17.520,5;9.950,5;109,25
05.01.2018;09:15;09:30;17.501,75;9.931,25;217
05.01.2018;09:30;09:45;17.574,5;10.098,25;139,75
05.01.2018;09:45;10:00;17.634,75;10.215,75;159,25
05.01.2018;10:00;10:15;17.731,25;10.303,25;363,25
05.01.2018;10:15;10:30;17.732,5;10.362,25;290
05.01.2018;10:30;10:45;17.813,25;10.529,25;239
05.01.2018;10:45;11:00;17.880,5;10.633,25;215,25
05.01.2018;11:00;11:15;17.990,25;10.803;289,75
05.01.2018;11:15;11:30;18.023;10.878,5;178,75
05.01.2018;11:30;11:45;18.122,75;11.108;111,75
05.01.2018;11:45;12:00;18.113,75;11.195,75;92,25
05.01.2018;12:00;12:15;18.030,75;11.359,75;62,25
05.01.2018;12:15;12:30;17.991;11.643,75;52,75
05.01.2018;12:30;12:45;17.929,5;11.872,75;3,75
05.01.2018;12:45;13:00;17.772;11.982,75;3,75
05.01.2018;13:00;13:15;17.736;12.264;3,75
05.01.2018;13:15;13:30;17.562,5;12.415,5;3,75
05.01.2018;13:30;13:45;17.410;12.580,5;2
05.01.2018;13:45;14:00;17.256,5;12.691,75;0,25
05.01.2018;14:00;14:15;17.170,25;12.878,75;0,5
05.01.2018;14:15;14:30;17.110,5;13.073;2,25
05.01.2018;14:30;14:45;16.979,5;13.217,25;2
05.01.2018;14:45;15:00;16.818,5;13.372,25;1,25
05.01.2018;15:00;15:15;16.805,75;13.549;1,25
05.01.2018;15:15;15:30;16.714;13.649;7,5
05.01.2018;15:30;15:45;16.666,5;13.701,25;32,25
05.01.2018;15:45;16:00;16.561,75;13.686,75;31,75
05.01.2018;16:00;16:15;16.646,5;13.892,5;85,75
05.01.2018;16:15;16:30;16.685,25;14.027,75;48,25
05.01.2018;16:30;16:45;16.879,25;14.274,25;31,5
05.01.2018;16:45;17:00;17.095;14.519,25;1
05.01.2018;17:00;17:15;17.290,25;14.777,25;1,5
05.01.2018;17:15;17:30;17.345,5;14.854,25;1,5
05.01.2018;17:30;17:45;17.368,25;14.871,25;0,75
05.01.2018;17:45;18:00;17.406,75;14.893,75;0,75
05.01.2018;18:00;18:15;17.271,75;14.755,75;1,75
05.01.2018;18:15;18:30;17.271,5;14.698,25;1,25
05.01.2018;18:30;18:45;17.259,75;14.678,25;0
05.01.2018;18:45;19:00;17.126,75;14.499;0
05.01.2018;19:00;19:15;17.021,75;14.381;0
